id_venta,fecha,finca,producto,cantidad,unidad,precio_unitario_cop,comprador,medio_pago
V-03929,2025-07-01,Santa Lucia,leche,46,litro,1562,Cooperativa,transferencia
V-03930,2025-01-11,El Roble,leche,107,litro,2122,Colegio,transferencia
V-03931,2025-05-11,San Miguel,queso,28,kg,11486,Cooperativa,credito_local
V-03932,2025-02-22,La Esperanza,yuca,483,kg,2094,Mercado municipal,credito_local
V-03933,2025-02-03,Buenos Aires,sorgo,242,kg,1088,Restaurante,credito_local
V-03934,2025-05-30,El Progreso,queso,45,kg,12891,Cooperativa,credito_local
V-03935,2025-01-24,Los Guaduales,leche,19,litro,1760,Restaurante,transferencia
V-03936,2025-12-09,San Miguel,leche,171,litro,2022,Tienda veredal,efectivo
V-03937,2025-02-06,La Esperanza,yuca,394,kg,1352,Familia local,credito_local
V-03938,2025-10-12,Santa Lucia,leche,136,litro,1890,Familia local,efectivo
V-03939,2025-07-27,El Progreso,queso,21,kg,10695,Tienda veredal,transferencia
V-03940,2025-12-11,Buenos Aires,abono_organico,4,bulto,7281,Cooperativa,efectivo
V-03941,2025-12-16,La Pradera,leche,37,litro,1704,Restaurante,transferencia
V-03942,2025-09-15,San Miguel,leche,65,litro,1738,Colegio,transferencia
V-03943,2025-04-08,San Miguel,queso,8,kg,9832,Colegio,credito_local
V-03944,2025-12-14,Los Guaduales,abono_organico,36,bulto,10356,Familia local,efectivo
V-03945,2025-09-15,Santa Lucia,yuca,335,kg,2423,Colegio,credito_local
V-03946,2025-03-10,Buenos Aires,leche,53,litro,1864,Colegio,transferencia
V-03947,2025-08-17,El Roble,yuca,86,kg,1262,Mercado municipal,transferencia
V-03948,2025-08-10,La Pradera,maiz,44,kg,2097,Colegio,efectivo
V-03949,2025-04-16,Buenos Aires,yuca,487,kg,2361,Cooperativa,credito_local
V-03950,2025-09-17,Los Guaduales,yuca,65,kg,1399,Mercado municipal,credito_local
V-03951,2025-03-03,Buenos Aires,maiz,169,kg,1279,Cooperativa,transferencia
V-03952,2025-10-09,La Esperanza,leche,167,litro,2259,Mercado municipal,credito_local
V-03953,2025-04-24,El Roble,sorgo,412,kg,1117,Familia local,efectivo
V-03954,2025-10-27,San Miguel,queso,4,kg,14932,Familia local,transferencia
V-03955,2025-12-23,El Roble,queso,47,kg,9754,Cooperativa,transferencia
V-03956,2025-09-21,El Roble,maiz,500,kg,1670,Mercado municipal,efectivo
V-03957,2025-03-27,Los Guaduales,abono_organico,27,bulto,13920,Tienda veredal,transferencia
V-03958,2025-08-11,San Miguel,leche,119,litro,1589,Restaurante,transferencia
V-03959,2025-09-15,La Pradera,sorgo,346,kg,2684,Tienda veredal,credito_local
V-03960,2025-04-10,La Esperanza,abono_organico,10,bulto,13748,Restaurante,transferencia
V-03961,2025-02-12,Santa Lucia,leche,156,litro,1920,Familia local,credito_local
V-03962,2025-01-27,Santa Lucia,maiz,302,kg,2314,Familia local,transferencia
V-03963,2025-08-29,La Pradera,sorgo,200,kg,2704,Restaurante,efectivo
V-03964,2025-04-28,La Pradera,maiz,506,kg,1966,Restaurante,credito_local
V-03965,2025-11-10,Los Guaduales,sorgo,437,kg,1542,Familia local,efectivo
V-03966,2025-04-30,El Roble,yuca,18,kg,1977,Cooperativa,transferencia
V-03967,2025-06-19,El Progreso,abono_organico,12,bulto,7934,Restaurante,transferencia
V-03968,2025-02-27,La Pradera,queso,35,kg,14599,Tienda veredal,efectivo
V-03969,2025-11-20,Santa Lucia,leche,114,litro,1867,Tienda veredal,credito_local
V-03970,2025-11-21,El Roble,yuca,146,kg,1369,Cooperativa,transferencia
V-03971,2025-11-03,El Progreso,leche,214,litro,2246,Colegio,transferencia
V-03972,2025-10-28,Los Guaduales,sorgo,590,kg,1721,Familia local,efectivo
V-03973,2025-05-28,El Roble,queso,53,kg,13038,Cooperativa,efectivo
V-03974,2025-03-04,Santa Lucia,abono_organico,23,bulto,9592,Cooperativa,efectivo
V-03975,2025-09-03,El Roble,maiz,419,kg,1529,Mercado municipal,credito_local
V-03976,2025-09-01,Los Guaduales,sorgo,627,kg,1207,Colegio,transferencia
V-03977,2025-03-30,La Pradera,leche,14,litro,2084,Restaurante,efectivo
V-03978,2025-01-23,Santa Lucia,queso,39,kg,11930,Tienda veredal,efectivo
V-03979,2025-01-28,Los Guaduales,leche,212,litro,1796,Restaurante,transferencia
V-03980,2025-10-17,La Pradera,queso,18,kg,14215,Cooperativa,efectivo
V-03981,2025-09-01,San Miguel,leche,8,litro,2184,Cooperativa,transferencia
V-03982,2025-05-21,El Progreso,yuca,33,kg,1988,Cooperativa,credito_local
V-03983,2025-04-18,El Progreso,yuca,422,kg,2559,Restaurante,transferencia
V-03984,2025-01-18,El Progreso,abono_organico,14,bulto,11061,Mercado municipal,transferencia
V-03985,2025-10-20,Santa Lucia,sorgo,104,kg,1907,Cooperativa,efectivo
V-03986,2025-04-10,Los Guaduales,maiz,438,kg,2420,Tienda veredal,efectivo
V-03987,2025-06-26,El Progreso,queso,40,kg,14313,Familia local,efectivo
V-03988,2025-07-09,La Esperanza,queso,20,kg,9928,Cooperativa,efectivo
V-03989,2025-02-19,Santa Lucia,sorgo,414,kg,2179,Familia local,transferencia
V-03990,2025-10-29,La Pradera,leche,104,litro,2181,Familia local,transferencia
V-03991,2025-04-21,La Pradera,maiz,371,kg,2021,Cooperativa,efectivo
V-03992,2025-08-08,La Esperanza,queso,40,kg,9277,Cooperativa,efectivo
V-03993,2025-02-02,Los Guaduales,sorgo,33,kg,1498,Tienda veredal,efectivo
V-03994,2025-05-10,Santa Lucia,yuca,606,kg,1681,Restaurante,credito_local
V-03995,2025-03-10,La Esperanza,abono_organico,34,bulto,7211,Restaurante,transferencia
V-03996,2025-08-07,La Esperanza,maiz,121,kg,2359,Restaurante,credito_local
V-03997,2025-07-04,Los Guaduales,abono_organico,12,bulto,17250,Restaurante,transferencia
V-03998,2025-11-01,La Pradera,queso,12,kg,12832,Mercado municipal,efectivo
V-03999,2025-02-03,Los Guaduales,yuca,481,kg,1758,Restaurante,transferencia
V-04000,2025-02-16,El Roble,sorgo,225,kg,1618,Mercado municipal,efectivo
V-04001,2025-03-08,San Miguel,yuca,216,kg,1609,Colegio,credito_local
V-04002,2025-02-02,San Miguel,sorgo,46,kg,1934,Familia local,efectivo
V-04003,2025-07-26,Buenos Aires,yuca,38,kg,1751,Mercado municipal,efectivo
V-04004,2025-06-19,La Esperanza,abono_organico,32,bulto,15043,Colegio,credito_local
V-04005,2025-02-28,El Roble,sorgo,403,kg,2475,Mercado municipal,efectivo
V-04006,2025-06-16,Buenos Aires,leche,39,litro,1729,Cooperativa,credito_local
V-04007,2025-02-03,San Miguel,abono_organico,33,bulto,14575,Familia local,transferencia
V-04008,2025-12-08,San Miguel,sorgo,130,kg,2670,Mercado municipal,transferencia
V-04009,2025-06-04,Santa Lucia,sorgo,552,kg,2515,Restaurante,credito_local
V-04010,2025-06-24,Buenos Aires,yuca,108,kg,1545,Familia local,transferencia
V-04011,2025-05-07,El Progreso,maiz,432,kg,1028,Restaurante,credito_local
V-04012,2025-11-03,La Esperanza,maiz,478,kg,1898,Restaurante,efectivo
V-04013,2025-12-08,El Roble,leche,31,litro,1978,Cooperativa,efectivo
V-04014,2025-08-11,La Pradera,abono_organico,6,bulto,12379,Mercado municipal,credito_local
V-04015,2025-03-17,San Miguel,yuca,278,kg,2533,Cooperativa,credito_local
V-04016,2025-11-12,La Esperanza,leche,63,litro,1994,Mercado municipal,transferencia
V-04017,2025-06-15,Buenos Aires,queso,49,kg,13329,Tienda veredal,transferencia
V-04018,2025-02-17,Santa Lucia,queso,18,kg,11166,Mercado municipal,credito_local
V-04019,2025-07-27,La Pradera,sorgo,340,kg,2779,Tienda veredal,credito_local
V-04020,2025-11-14,El Progreso,abono_organico,10,bulto,8799,Tienda veredal,efectivo
V-04021,2025-11-05,La Esperanza,yuca,63,kg,1792,Restaurante,transferencia
V-04022,2025-07-17,Los Guaduales,abono_organico,24,bulto,8348,Mercado municipal,transferencia
V-04023,2025-06-11,El Roble,sorgo,142,kg,2085,Cooperativa,credito_local
V-04024,2025-01-28,San Miguel,sorgo,516,kg,2084,Colegio,transferencia
V-04025,2025-02-20,Santa Lucia,queso,2,kg,10064,Tienda veredal,efectivo
V-04026,2025-11-20,La Pradera,yuca,244,kg,2630,Tienda veredal,efectivo
V-04027,2025-08-18,Los Guaduales,sorgo,475,kg,2619,Mercado municipal,efectivo
V-04028,2025-02-12,Buenos Aires,maiz,330,kg,2694,Familia local,transferencia
V-04029,2025-09-17,San Miguel,queso,47,kg,10691,Mercado municipal,transferencia
V-04030,2025-01-07,Buenos Aires,sorgo,298,kg,2061,Mercado municipal,transferencia
V-04031,2025-05-17,La Pradera,sorgo,265,kg,1417,Mercado municipal,transferencia
V-04032,2025-06-21,La Pradera,maiz,194,kg,1847,Familia local,transferencia
V-04033,2025-09-05,La Esperanza,maiz,200,kg,1396,Tienda veredal,transferencia
V-04034,2025-08-08,El Roble,maiz,249,kg,1548,Familia local,credito_local
V-04035,2025-06-13,Buenos Aires,sorgo,506,kg,2442,Restaurante,transferencia
V-04036,2025-10-06,Santa Lucia,queso,26,kg,11634,Colegio,efectivo
V-04037,2025-12-18,San Miguel,leche,220,litro,2190,Colegio,transferencia
V-04038,2025-03-10,La Pradera,abono_organico,17,bulto,16936,Familia local,efectivo
V-04039,2025-10-23,El Progreso,yuca,152,kg,2428,Familia local,transferencia
V-04040,2025-09-18,Santa Lucia,yuca,25,kg,1380,Colegio,efectivo
V-04041,2025-02-25,La Pradera,leche,115,litro,2279,Colegio,transferencia
V-04042,2025-01-06,Los Guaduales,leche,154,litro,2068,Cooperativa,efectivo
V-04043,2025-11-19,Buenos Aires,queso,16,kg,14864,Colegio,efectivo
V-04044,2025-03-20,La Pradera,leche,53,litro,2015,Restaurante,transferencia
V-04045,2025-04-15,Santa Lucia,yuca,170,kg,2769,Restaurante,transferencia
V-04046,2025-03-30,Santa Lucia,leche,153,litro,2254,Familia local,efectivo
V-04047,2025-11-02,El Roble,sorgo,460,kg,1975,Tienda veredal,transferencia
V-04048,2025-02-12,La Pradera,sorgo,473,kg,1480,Restaurante,credito_local
V-04049,2025-05-02,La Esperanza,abono_organico,11,bulto,8667,Familia local,transferencia
V-04050,2025-10-05,La Pradera,maiz,222,kg,957,Tienda veredal,transferencia
V-04051,2025-02-28,La Pradera,abono_organico,11,bulto,17612,Cooperativa,efectivo
V-04052,2025-02-08,Santa Lucia,abono_organico,8,bulto,17354,Mercado municipal,efectivo
V-04053,2025-09-01,Buenos Aires,maiz,267,kg,2522,Tienda veredal,transferencia
V-04054,2025-11-02,La Esperanza,abono_organico,21,bulto,16051,Mercado municipal,efectivo
V-04055,2025-06-29,Los Guaduales,queso,29,kg,12884,Tienda veredal,efectivo
V-04056,2025-08-20,La Esperanza,queso,41,kg,13481,Mercado municipal,transferencia
V-04057,2025-03-08,El Roble,yuca,261,kg,1555,Mercado municipal,transferencia
V-04058,2025-10-30,La Pradera,abono_organico,38,bulto,9927,Cooperativa,credito_local
V-04059,2025-08-11,Los Guaduales,yuca,538,kg,1317,Colegio,transferencia
V-04060,2025-06-18,Santa Lucia,yuca,513,kg,1985,Restaurante,transferencia
V-04061,2025-04-12,La Pradera,queso,45,kg,13189,Mercado municipal,credito_local
V-04062,2025-06-25,La Pradera,leche,165,litro,1577,Restaurante,credito_local
V-04063,2025-09-05,Los Guaduales,maiz,273,kg,2525,Mercado municipal,efectivo
V-04064,2025-09-20,La Pradera,abono_organico,30,bulto,14864,Restaurante,credito_local
V-04065,2025-07-20,La Pradera,maiz,647,kg,1561,Colegio,credito_local
V-04066,2025-09-30,La Esperanza,sorgo,631,kg,1071,Restaurante,credito_local
V-04067,2025-04-25,El Roble,sorgo,364,kg,2632,Mercado municipal,efectivo
V-04068,2025-02-18,La Pradera,maiz,570,kg,2077,Cooperativa,credito_local
V-04069,2025-09-05,La Esperanza,maiz,45,kg,937,Restaurante,efectivo
V-04070,2025-06-17,La Pradera,abono_organico,43,bulto,16493,Colegio,credito_local
V-04071,2025-03-08,La Esperanza,sorgo,593,kg,2720,Tienda veredal,credito_local
V-04072,2025-06-10,La Esperanza,abono_organico,44,bulto,13023,Colegio,credito_local
V-04073,2025-02-18,El Roble,abono_organico,37,bulto,17429,Restaurante,efectivo
V-04074,2025-10-04,El Progreso,abono_organico,10,bulto,16866,Familia local,credito_local
V-04075,2025-05-13,Los Guaduales,queso,45,kg,9826,Tienda veredal,efectivo
V-04076,2025-09-25,San Miguel,sorgo,490,kg,2389,Cooperativa,credito_local
V-04077,2025-04-03,La Esperanza,sorgo,201,kg,2179,Mercado municipal,credito_local
V-04078,2025-10-14,El Roble,maiz,628,kg,2307,Cooperativa,credito_local
V-04079,2025-08-15,Buenos Aires,abono_organico,39,bulto,11031,Cooperativa,efectivo
V-04080,2025-04-28,El Progreso,abono_organico,11,bulto,8985,Tienda veredal,credito_local
V-04081,2025-07-24,La Pradera,maiz,381,kg,2536,Tienda veredal,efectivo
V-04082,2025-01-22,La Pradera,queso,60,kg,9982,Familia local,transferencia
V-04083,2025-09-28,El Progreso,leche,193,litro,1512,Tienda veredal,efectivo
V-04084,2025-01-08,La Esperanza,yuca,32,kg,1317,Restaurante,transferencia
V-04085,2025-10-03,La Esperanza,maiz,226,kg,1761,Tienda veredal,credito_local
V-04086,2025-04-10,El Roble,queso,14,kg,14822,Cooperativa,credito_local
V-04087,2025-08-22,La Esperanza,leche,54,litro,2010,Familia local,efectivo
V-04088,2025-05-29,El Roble,queso,6,kg,13480,Restaurante,transferencia
V-04089,2025-11-28,El Roble,queso,22,kg,11592,Colegio,efectivo
V-04090,2025-12-30,Santa Lucia,maiz,252,kg,1367,Tienda veredal,efectivo
V-04091,2025-01-03,El Roble,leche,59,litro,1672,Tienda veredal,transferencia
V-04092,2025-08-15,Los Guaduales,leche,207,litro,1949,Restaurante,credito_local
V-04093,2025-01-28,El Roble,maiz,533,kg,2288,Familia local,transferencia
V-04094,2025-09-04,El Roble,queso,53,kg,9054,Restaurante,credito_local
V-04095,2025-02-08,Los Guaduales,yuca,537,kg,1727,Colegio,credito_local
V-04096,2025-11-11,La Pradera,leche,143,litro,2100,Mercado municipal,transferencia
V-04097,2025-08-06,Buenos Aires,sorgo,485,kg,1209,Tienda veredal,credito_local
V-04098,2025-12-14,La Esperanza,yuca,472,kg,1966,Mercado municipal,efectivo
V-04099,2025-04-28,La Pradera,abono_organico,14,bulto,17941,Restaurante,transferencia
V-04100,2025-05-03,El Progreso,sorgo,71,kg,2586,Colegio,transferencia
V-04101,2025-07-30,Santa Lucia,yuca,592,kg,918,Mercado municipal,credito_local
V-04102,2025-08-09,Santa Lucia,sorgo,489,kg,2007,Colegio,transferencia
V-04103,2025-06-25,Buenos Aires,yuca,221,kg,2565,Familia local,efectivo
V-04104,2025-08-19,La Pradera,yuca,356,kg,1891,Tienda veredal,transferencia
V-04105,2025-01-22,Santa Lucia,queso,2,kg,12925,Mercado municipal,credito_local
V-04106,2025-02-05,La Pradera,yuca,251,kg,2757,Familia local,efectivo
V-04107,2025-12-16,El Roble,maiz,262,kg,907,Restaurante,efectivo
V-04108,2025-01-20,San Miguel,abono_organico,19,bulto,7734,Mercado municipal,efectivo
V-04109,2025-04-19,Los Guaduales,abono_organico,30,bulto,9606,Mercado municipal,transferencia
V-04110,2025-04-27,La Pradera,yuca,637,kg,2177,Restaurante,efectivo
V-04111,2025-11-24,Los Guaduales,leche,69,litro,1810,Tienda veredal,efectivo
V-04112,2025-06-17,La Pradera,sorgo,331,kg,2248,Tienda veredal,efectivo
V-04113,2025-09-27,San Miguel,queso,37,kg,12483,Restaurante,efectivo
V-04114,2025-03-15,La Esperanza,leche,88,litro,2261,Mercado municipal,credito_local
V-04115,2025-04-26,La Esperanza,leche,71,litro,1630,Cooperativa,credito_local
V-04116,2025-01-10,Los Guaduales,leche,136,litro,2014,Tienda veredal,efectivo
V-04117,2025-10-19,El Roble,sorgo,341,kg,1238,Cooperativa,efectivo
V-04118,2025-04-27,Los Guaduales,sorgo,39,kg,2070,Mercado municipal,transferencia
V-04119,2025-07-31,Santa Lucia,yuca,40,kg,2756,Restaurante,credito_local
V-04120,2025-02-01,La Pradera,sorgo,512,kg,1096,Familia local,efectivo
V-04121,2025-03-03,La Esperanza,maiz,334,kg,1519,Mercado municipal,credito_local
V-04122,2025-01-19,La Pradera,sorgo,362,kg,2267,Mercado municipal,transferencia
V-04123,2025-06-17,Buenos Aires,abono_organico,39,bulto,12275,Tienda veredal,efectivo
V-04124,2025-07-10,Buenos Aires,yuca,309,kg,2679,Mercado municipal,credito_local
V-04125,2025-08-04,Santa Lucia,queso,22,kg,10219,Familia local,efectivo
V-04126,2025-10-26,El Progreso,abono_organico,39,bulto,16793,Cooperativa,efectivo
V-04127,2025-12-26,Los Guaduales,maiz,356,kg,1030,Cooperativa,efectivo
V-04128,2025-01-04,El Roble,abono_organico,41,bulto,13364,Cooperativa,credito_local
V-04129,2025-11-14,Buenos Aires,sorgo,353,kg,2025,Colegio,transferencia
V-04130,2025-08-07,El Progreso,sorgo,253,kg,2405,Tienda veredal,efectivo
V-04131,2025-07-26,San Miguel,maiz,39,kg,1544,Cooperativa,efectivo
V-04132,2025-10-12,Buenos Aires,abono_organico,35,bulto,17709,Restaurante,transferencia
V-04133,2025-10-22,Los Guaduales,leche,143,litro,1529,Restaurante,efectivo
V-04134,2025-03-26,Buenos Aires,maiz,571,kg,2268,Tienda veredal,efectivo
V-04135,2025-10-05,Los Guaduales,queso,24,kg,13915,Familia local,efectivo
V-04136,2025-02-07,San Miguel,yuca,612,kg,1788,Mercado municipal,credito_local
V-04137,2025-09-04,Buenos Aires,queso,5,kg,14287,Colegio,efectivo
V-04138,2025-01-24,El Roble,queso,36,kg,14037,Cooperativa,efectivo
V-04139,2025-04-01,Santa Lucia,sorgo,146,kg,2048,Tienda veredal,transferencia
V-04140,2025-01-31,Los Guaduales,sorgo,466,kg,1314,Cooperativa,transferencia
V-04141,2025-01-30,La Pradera,leche,94,litro,2160,Restaurante,efectivo
V-04142,2025-05-03,Los Guaduales,sorgo,290,kg,1603,Mercado municipal,transferencia
V-04143,2025-04-02,Santa Lucia,maiz,229,kg,1829,Cooperativa,efectivo
V-04144,2025-08-07,Santa Lucia,yuca,152,kg,2035,Familia local,transferencia
V-04145,2025-03-20,Buenos Aires,queso,56,kg,13003,Cooperativa,credito_local
V-04146,2025-12-12,San Miguel,queso,56,kg,14383,Mercado municipal,efectivo
V-04147,2025-12-20,Los Guaduales,sorgo,22,kg,917,Cooperativa,credito_local
V-04148,2025-03-15,La Pradera,abono_organico,26,bulto,12620,Cooperativa,transferencia
V-04149,2025-03-13,El Progreso,queso,15,kg,10298,Cooperativa,transferencia
V-04150,2025-11-04,San Miguel,leche,169,litro,1584,Restaurante,transferencia
V-04151,2025-11-03,Buenos Aires,queso,10,kg,10750,Tienda veredal,efectivo
V-04152,2025-11-07,Santa Lucia,maiz,466,kg,2673,Tienda veredal,transferencia
V-04153,2025-05-08,Buenos Aires,leche,105,litro,2172,Colegio,transferencia
V-04154,2025-05-07,El Roble,sorgo,497,kg,2048,Cooperativa,credito_local
V-04155,2025-11-23,El Progreso,queso,50,kg,14998,Restaurante,transferencia
V-04156,2025-03-19,La Esperanza,yuca,573,kg,1244,Restaurante,transferencia
V-04157,2025-03-08,Buenos Aires,queso,1,kg,9720,Colegio,efectivo
V-04158,2025-07-26,La Esperanza,maiz,387,kg,2736,Familia local,transferencia
V-04159,2025-11-12,Buenos Aires,abono_organico,26,bulto,9983,Colegio,efectivo
V-04160,2025-06-06,Buenos Aires,yuca,492,kg,2482,Familia local,transferencia
V-04161,2025-07-21,San Miguel,yuca,386,kg,1988,Mercado municipal,efectivo
V-04162,2025-10-23,Buenos Aires,sorgo,339,kg,2709,Tienda veredal,credito_local
V-04163,2025-12-29,Los Guaduales,sorgo,36,kg,2716,Tienda veredal,transferencia
V-04164,2025-07-30,La Pradera,queso,34,kg,9162,Cooperativa,efectivo
V-04165,2025-02-03,Buenos Aires,leche,160,litro,1946,Cooperativa,transferencia
V-04166,2025-09-17,Santa Lucia,abono_organico,9,bulto,10024,Familia local,transferencia
V-04167,2025-06-09,La Esperanza,sorgo,225,kg,1647,Tienda veredal,transferencia
V-04168,2025-11-14,La Esperanza,queso,5,kg,14666,Cooperativa,efectivo
V-04169,2025-03-18,El Roble,yuca,245,kg,1351,Mercado municipal,efectivo
V-04170,2025-11-30,El Roble,sorgo,413,kg,2774,Tienda veredal,transferencia
V-04171,2025-01-02,Buenos Aires,abono_organico,17,bulto,15267,Familia local,efectivo
V-04172,2025-06-28,San Miguel,queso,18,kg,11927,Restaurante,efectivo
V-04173,2025-12-15,San Miguel,yuca,451,kg,2265,Colegio,credito_local
V-04174,2025-03-25,San Miguel,maiz,451,kg,2107,Colegio,credito_local
V-04175,2025-04-25,San Miguel,maiz,515,kg,1356,Colegio,transferencia
V-04176,2025-04-23,San Miguel,abono_organico,30,bulto,7108,Restaurante,transferencia
V-04177,2025-04-05,El Progreso,sorgo,613,kg,2584,Cooperativa,efectivo
V-04178,2025-03-27,El Roble,sorgo,427,kg,2729,Cooperativa,efectivo
V-04179,2025-10-23,Santa Lucia,leche,193,litro,2289,Tienda veredal,efectivo
V-04180,2025-05-19,La Pradera,queso,31,kg,14655,Mercado municipal,transferencia
V-04181,2025-08-19,Buenos Aires,abono_organico,27,bulto,9451,Mercado municipal,credito_local
V-04182,2025-12-12,La Esperanza,yuca,206,kg,2623,Tienda veredal,efectivo
V-04183,2025-08-02,El Roble,yuca,330,kg,2559,Colegio,credito_local
V-04184,2025-03-01,Los Guaduales,maiz,26,kg,1396,Familia local,credito_local
V-04185,2025-02-25,Buenos Aires,abono_organico,29,bulto,14351,Cooperativa,credito_local
V-04186,2025-10-31,San Miguel,abono_organico,1,bulto,8989,Cooperativa,credito_local
V-04187,2025-11-15,El Roble,sorgo,328,kg,2208,Restaurante,transferencia
V-04188,2025-10-05,El Roble,maiz,15,kg,1688,Cooperativa,credito_local
V-04189,2025-04-07,La Pradera,maiz,368,kg,1965,Colegio,credito_local
V-04190,2025-10-05,El Roble,leche,131,litro,2050,Colegio,efectivo
V-04191,2025-03-25,La Esperanza,queso,40,kg,13364,Restaurante,credito_local
V-04192,2025-02-02,La Pradera,maiz,172,kg,1781,Colegio,credito_local
V-04193,2025-12-21,La Esperanza,yuca,321,kg,1785,Tienda veredal,credito_local
V-04194,2025-10-28,San Miguel,queso,48,kg,9318,Colegio,efectivo
V-04195,2025-11-22,El Roble,abono_organico,30,bulto,9886,Colegio,transferencia
V-04196,2025-06-14,El Roble,leche,165,litro,1619,Cooperativa,efectivo
V-04197,2025-11-25,Santa Lucia,leche,169,litro,2201,Restaurante,credito_local
V-04198,2025-10-07,Santa Lucia,queso,6,kg,12198,Cooperativa,efectivo
V-04199,2025-08-24,La Esperanza,queso,48,kg,12398,Familia local,credito_local
V-04200,2025-02-08,San Miguel,sorgo,504,kg,1236,Mercado municipal,transferencia
V-04201,2025-07-27,Santa Lucia,queso,43,kg,13982,Tienda veredal,efectivo
V-04202,2025-03-24,San Miguel,yuca,193,kg,2315,Tienda veredal,efectivo
V-04203,2025-02-24,Buenos Aires,queso,26,kg,11614,Cooperativa,transferencia
V-04204,2025-11-24,La Esperanza,queso,24,kg,13911,Colegio,transferencia
V-04205,2025-12-24,El Progreso,sorgo,588,kg,2268,Tienda veredal,credito_local
V-04206,2025-11-28,Santa Lucia,leche,172,litro,1835,Familia local,efectivo
V-04207,2025-10-15,El Roble,yuca,198,kg,1112,Restaurante,transferencia
V-04208,2025-03-18,El Progreso,sorgo,436,kg,1218,Familia local,credito_local
V-04209,2025-02-25,Santa Lucia,sorgo,569,kg,1382,Familia local,credito_local
V-04210,2025-12-09,Santa Lucia,abono_organico,13,bulto,7772,Familia local,credito_local
V-04211,2025-09-04,El Progreso,queso,55,kg,10287,Tienda veredal,credito_local
V-04212,2025-12-18,El Progreso,yuca,649,kg,2131,Familia local,transferencia
V-04213,2025-07-08,La Esperanza,sorgo,149,kg,2041,Restaurante,credito_local
V-04214,2025-05-26,La Pradera,queso,34,kg,9748,Restaurante,efectivo
V-04215,2025-12-17,El Progreso,abono_organico,21,bulto,9605,Colegio,transferencia
V-04216,2025-05-18,La Esperanza,queso,51,kg,10982,Cooperativa,transferencia
V-04217,2025-02-24,La Esperanza,sorgo,546,kg,1915,Tienda veredal,efectivo
V-04218,2025-12-18,Santa Lucia,queso,10,kg,10079,Familia local,credito_local
V-04219,2025-02-23,San Miguel,queso,35,kg,12727,Tienda veredal,transferencia
V-04220,2025-06-15,Santa Lucia,yuca,335,kg,1988,Colegio,transferencia
V-04221,2025-02-26,Buenos Aires,maiz,538,kg,2444,Cooperativa,efectivo
V-04222,2025-08-04,La Esperanza,maiz,148,kg,1546,Restaurante,credito_local
V-04223,2025-04-18,Santa Lucia,abono_organico,27,bulto,17275,Tienda veredal,transferencia
V-04224,2025-08-11,Santa Lucia,queso,33,kg,14829,Familia local,efectivo
V-04225,2025-06-03,El Roble,leche,166,litro,2235,Restaurante,efectivo
V-04226,2025-02-27,El Roble,leche,58,litro,1566,Cooperativa,transferencia
V-04227,2025-10-31,La Esperanza,queso,33,kg,12981,Familia local,transferencia
V-04228,2025-07-04,San Miguel,leche,11,litro,1541,Tienda veredal,efectivo
V-04229,2025-08-14,La Esperanza,leche,32,litro,2285,Familia local,efectivo
V-04230,2025-09-24,Buenos Aires,abono_organico,3,bulto,10312,Mercado municipal,transferencia
V-04231,2025-06-03,El Roble,yuca,630,kg,1350,Mercado municipal,credito_local
V-04232,2025-10-04,El Progreso,maiz,507,kg,1337,Mercado municipal,efectivo
V-04233,2025-07-30,La Esperanza,maiz,372,kg,1348,Cooperativa,credito_local
V-04234,2025-06-17,La Pradera,sorgo,437,kg,1337,Mercado municipal,transferencia
V-04235,2025-10-19,Santa Lucia,maiz,176,kg,1027,Tienda veredal,efectivo
V-04236,2025-04-09,Los Guaduales,yuca,125,kg,2056,Mercado municipal,efectivo
V-04237,2025-04-03,La Pradera,leche,193,litro,1570,Cooperativa,credito_local
V-04238,2025-05-14,La Esperanza,queso,54,kg,11304,Mercado municipal,efectivo
V-04239,2025-01-05,La Pradera,queso,41,kg,10737,Cooperativa,efectivo
V-04240,2025-12-25,La Esperanza,sorgo,268,kg,1226,Mercado municipal,credito_local
V-04241,2025-06-19,Santa Lucia,sorgo,290,kg,1152,Mercado municipal,transferencia
V-04242,2025-04-23,El Roble,maiz,604,kg,2738,Tienda veredal,credito_local
V-04243,2025-12-12,San Miguel,sorgo,98,kg,1507,Mercado municipal,transferencia
V-04244,2025-07-25,Santa Lucia,abono_organico,2,bulto,11341,Cooperativa,efectivo
V-04245,2025-09-02,La Pradera,leche,106,litro,2060,Mercado municipal,transferencia
V-04246,2025-03-06,La Esperanza,abono_organico,10,bulto,13532,Cooperativa,credito_local
V-04247,2025-03-25,La Pradera,abono_organico,19,bulto,7410,Restaurante,transferencia
V-04248,2025-12-09,El Roble,yuca,264,kg,998,Colegio,efectivo
V-04249,2025-10-31,La Esperanza,maiz,421,kg,2374,Mercado municipal,credito_local
V-04250,2025-09-14,Los Guaduales,abono_organico,23,bulto,17945,Restaurante,efectivo
V-04251,2025-06-27,El Roble,maiz,546,kg,971,Colegio,credito_local
V-04252,2025-03-11,La Esperanza,yuca,255,kg,1424,Restaurante,transferencia
V-04253,2025-03-07,La Esperanza,leche,53,litro,2224,Colegio,transferencia
V-04254,2025-01-04,La Esperanza,sorgo,514,kg,1865,Tienda veredal,efectivo
V-04255,2025-09-12,La Pradera,queso,57,kg,14967,Colegio,credito_local
