codigo_animal,finca,raza,edad_meses,peso_kg,estado_sanitario,ultima_vacuna,responsable
SA-0705,Santa Lucia,Pardo Suizo,6,272.9,vacuna_pendiente,2024-11-23,Marta
EL-0706,El Progreso,Gyr,70,378.7,observacion,2024-10-13,Jorge
EL-0707,El Progreso,Normando,40,366.8,vacuna_pendiente,2024-10-29,Carlos
BU-0708,Buenos Aires,Criollo,32,447.2,sano,2024-12-11,Ana
SA-0709,Santa Lucia,Normando,48,515.5,sano,2024-09-01,Ana
LA-0710,La Esperanza,Criollo,94,466.0,sano,2024-07-29,Paola
LO-0711,Los Guaduales,Holstein,105,314.7,sano,2024-09-27,Marta
LA-0712,La Pradera,Jersey,33,314.1,sano,2024-12-16,Luis
LA-0713,La Pradera,Normando,18,517.4,sano,2024-12-28,Jorge
EL-0714,El Progreso,Criollo,45,298.8,sano,2024-08-16,Jorge
EL-0715,El Progreso,Normando,110,600.5,tratamiento,2024-07-25,Marta
LO-0716,Los Guaduales,Criollo,114,382.4,sano,2024-12-10,Ana
SA-0717,San Miguel,Holstein,97,420.6,sano,2024-12-31,Paola
LA-0718,La Esperanza,Normando,31,435.7,sano,2024-09-10,Jorge
BU-0719,Buenos Aires,Gyr,114,461.4,sano,2024-12-26,Luis
BU-0720,Buenos Aires,Holstein,12,494.4,sano,2024-11-12,Jorge
LA-0721,La Pradera,Gyr,14,390.5,observacion,2024-07-20,Ana
LA-0722,La Esperanza,Jersey,32,346.3,sano,2024-11-23,Luis
LO-0723,Los Guaduales,Jersey,116,424.5,observacion,2024-08-22,Carlos
EL-0724,El Roble,Normando,98,373.3,observacion,2024-11-03,Marta
SA-0725,San Miguel,Holstein,61,267.4,sano,2024-09-14,Paola
LO-0726,Los Guaduales,Gyr,116,468.1,sano,2024-07-10,Luis
LA-0727,La Pradera,Normando,71,311.6,observacion,2024-08-28,Jorge
SA-0728,San Miguel,Jersey,57,452.2,vacuna_pendiente,2024-08-02,Luis
LO-0729,Los Guaduales,Jersey,35,494.1,sano,2024-11-16,Ana
LO-0730,Los Guaduales,Holstein,9,486.5,sano,2024-11-11,Carlos
LA-0731,La Pradera,Jersey,104,429.0,sano,2024-08-17,Ana
EL-0732,El Roble,Normando,35,377.9,vacuna_pendiente,2024-12-07,Carlos
BU-0733,Buenos Aires,Pardo Suizo,108,435.0,sano,2024-11-22,Luis
SA-0734,Santa Lucia,Criollo,98,486.9,observacion,2024-10-17,Marta
LO-0735,Los Guaduales,Criollo,29,260.0,sano,2024-09-06,Marta
BU-0736,Buenos Aires,Pardo Suizo,79,357.2,sano,2024-12-26,Carlos
EL-0737,El Roble,Jersey,19,379.6,observacion,2024-12-08,Marta
SA-0738,Santa Lucia,Criollo,119,478.4,sano,2024-10-29,Jorge
LA-0739,La Esperanza,Holstein,114,554.2,sano,2024-10-14,Ana
EL-0740,El Progreso,Jersey,89,369.6,sano,2024-12-06,Paola
EL-0741,El Progreso,Pardo Suizo,79,398.3,sano,2024-12-30,Jorge
LO-0742,Los Guaduales,Holstein,10,418.5,sano,2024-07-14,Carlos
LO-0743,Los Guaduales,Pardo Suizo,87,413.3,sano,2024-12-13,Jorge
LO-0744,Los Guaduales,Normando,32,567.2,observacion,2024-07-29,Ana
SA-0745,Santa Lucia,Pardo Suizo,67,285.3,observacion,2024-07-21,Jorge
SA-0746,San Miguel,Criollo,71,309.9,sano,2024-08-25,Marta
LA-0747,La Pradera,Pardo Suizo,39,424.7,sano,2024-11-25,Jorge
LA-0748,La Pradera,Normando,16,511.3,observacion,2024-09-16,Marta
SA-0749,San Miguel,Holstein,106,419.0,observacion,2024-09-23,Marta
LA-0750,La Esperanza,Normando,21,486.6,sano,2024-12-13,Jorge
BU-0751,Buenos Aires,Pardo Suizo,11,370.1,sano,2024-09-10,Jorge
EL-0752,El Roble,Normando,100,431.9,observacion,2024-07-27,Carlos
SA-0753,San Miguel,Criollo,93,343.1,sano,2024-12-30,Carlos
LA-0754,La Esperanza,Jersey,85,625.2,sano,2024-09-19,Luis
SA-0755,San Miguel,Gyr,20,517.5,sano,2024-09-24,Luis
SA-0756,San Miguel,Pardo Suizo,119,499.8,sano,2024-09-13,Jorge
SA-0757,San Miguel,Gyr,102,472.1,vacuna_pendiente,2024-12-29,Carlos
SA-0758,San Miguel,Holstein,19,435.8,sano,2024-09-05,Luis
BU-0759,Buenos Aires,Holstein,119,358.6,sano,2024-10-01,Paola
LO-0760,Los Guaduales,Pardo Suizo,19,435.5,sano,2024-11-25,Carlos
BU-0761,Buenos Aires,Normando,87,463.7,sano,2024-11-18,Carlos
LA-0762,La Pradera,Pardo Suizo,100,623.4,observacion,2024-12-26,Ana
LA-0763,La Pradera,Gyr,87,448.6,observacion,2024-11-13,Jorge
LA-0764,La Esperanza,Criollo,74,442.6,sano,2024-10-12,Marta
SA-0765,San Miguel,Criollo,79,520.4,sano,2024-08-08,Ana
LA-0766,La Pradera,Pardo Suizo,27,517.3,observacion,2024-11-14,Ana
LA-0767,La Esperanza,Holstein,81,418.8,sano,2024-10-23,Carlos
LO-0768,Los Guaduales,Criollo,33,367.4,vacuna_pendiente,2024-11-10,Jorge
BU-0769,Buenos Aires,Criollo,30,440.8,observacion,2024-12-07,Luis
LA-0770,La Esperanza,Holstein,37,430.8,sano,2024-09-06,Ana
SA-0771,Santa Lucia,Pardo Suizo,44,392.4,sano,2024-10-27,Marta
LA-0772,La Pradera,Normando,74,449.3,sano,2024-11-07,Marta
LO-0773,Los Guaduales,Gyr,73,292.4,observacion,2024-08-13,Paola
LA-0774,La Pradera,Jersey,104,419.7,observacion,2024-12-21,Jorge
LA-0775,La Pradera,Jersey,112,603.9,vacuna_pendiente,2024-09-17,Luis
LA-0776,La Pradera,Criollo,20,489.4,sano,2024-08-17,Jorge
LO-0777,Los Guaduales,Holstein,46,635.4,sano,2024-10-30,Ana
LA-0778,La Pradera,Normando,19,474.5,tratamiento,2024-10-27,Carlos
LA-0779,La Pradera,Pardo Suizo,90,469.9,sano,2024-11-21,Marta
SA-0780,San Miguel,Holstein,24,430.4,sano,2024-10-24,Marta
LO-0781,Los Guaduales,Normando,85,532.9,sano,2024-12-28,Jorge
LA-0782,La Pradera,Jersey,17,483.8,sano,2024-12-11,Ana
EL-0783,El Roble,Pardo Suizo,46,425.7,sano,2024-08-22,Luis
LO-0784,Los Guaduales,Normando,24,250.8,vacuna_pendiente,2024-07-12,Marta
EL-0785,El Roble,Jersey,60,367.6,sano,2024-07-26,Paola
LA-0786,La Pradera,Gyr,30,454.9,observacion,2024-09-28,Ana
EL-0787,El Progreso,Criollo,100,326.9,sano,2024-11-11,Jorge
BU-0788,Buenos Aires,Gyr,30,495.2,sano,2024-10-04,Ana
EL-0789,El Roble,Gyr,113,474.2,sano,2024-09-25,Paola
EL-0790,El Roble,Holstein,98,326.5,observacion,2024-10-17,Ana
EL-0791,El Roble,Gyr,53,283.0,vacuna_pendiente,2024-12-01,Jorge
EL-0792,El Progreso,Gyr,64,310.7,sano,2024-07-17,Carlos
BU-0793,Buenos Aires,Gyr,117,385.7,sano,2024-07-07,Paola
LA-0794,La Pradera,Normando,32,342.3,tratamiento,2024-08-24,Marta
EL-0795,El Roble,Jersey,85,431.5,sano,2024-07-27,Luis
LA-0796,La Esperanza,Jersey,22,381.8,sano,2024-09-24,Jorge
EL-0797,El Progreso,Holstein,88,479.7,observacion,2024-07-29,Ana
BU-0798,Buenos Aires,Criollo,35,541.0,sano,2024-07-05,Ana
SA-0799,Santa Lucia,Jersey,17,445.0,tratamiento,2024-08-27,Carlos
SA-0800,Santa Lucia,Gyr,54,518.6,sano,2024-11-29,Marta
LA-0801,La Esperanza,Normando,54,377.5,tratamiento,2024-12-10,Jorge
SA-0802,San Miguel,Pardo Suizo,51,385.2,sano,2024-09-07,Carlos
LA-0803,La Esperanza,Holstein,25,355.1,sano,2024-08-18,Carlos
EL-0804,El Progreso,Gyr,95,484.3,observacion,2024-11-17,Jorge
BU-0805,Buenos Aires,Criollo,83,378.7,sano,2024-09-03,Jorge
LA-0806,La Pradera,Gyr,102,477.2,sano,2024-08-04,Carlos
LA-0807,La Pradera,Gyr,101,385.7,observacion,2024-11-11,Luis
SA-0808,Santa Lucia,Gyr,49,465.4,sano,2024-07-18,Carlos
BU-0809,Buenos Aires,Criollo,70,405.6,sano,2024-12-16,Paola
LO-0810,Los Guaduales,Criollo,45,443.8,sano,2024-09-03,Carlos
BU-0811,Buenos Aires,Normando,19,420.7,sano,2024-09-12,Ana
EL-0812,El Roble,Normando,46,568.8,sano,2024-08-07,Carlos
SA-0813,Santa Lucia,Normando,10,586.7,observacion,2024-08-28,Marta
EL-0814,El Progreso,Pardo Suizo,77,387.8,observacion,2024-09-30,Ana
BU-0815,Buenos Aires,Pardo Suizo,49,467.2,sano,2024-11-19,Ana
EL-0816,El Roble,Jersey,115,377.1,tratamiento,2024-09-20,Marta
SA-0817,San Miguel,Criollo,57,331.4,sano,2024-08-27,Luis
BU-0818,Buenos Aires,Pardo Suizo,85,485.3,sano,2024-07-22,Marta
SA-0819,San Miguel,Normando,50,444.5,vacuna_pendiente,2024-11-24,Marta
EL-0820,El Roble,Normando,58,511.7,observacion,2024-07-23,Jorge
EL-0821,El Progreso,Gyr,106,321.6,sano,2024-07-05,Luis
LA-0822,La Esperanza,Normando,92,274.2,tratamiento,2024-07-12,Carlos
SA-0823,Santa Lucia,Jersey,83,463.9,sano,2024-08-06,Paola
BU-0824,Buenos Aires,Normando,71,324.2,vacuna_pendiente,2024-12-01,Jorge
EL-0825,El Roble,Pardo Suizo,12,248.8,vacuna_pendiente,2024-09-25,Carlos
EL-0826,El Progreso,Criollo,18,310.7,sano,2024-11-21,Ana
BU-0827,Buenos Aires,Jersey,34,415.9,sano,2024-12-08,Jorge
SA-0828,San Miguel,Pardo Suizo,45,466.8,sano,2024-09-20,Paola
LA-0829,La Esperanza,Gyr,38,469.1,sano,2024-08-12,Ana
SA-0830,Santa Lucia,Gyr,91,354.7,tratamiento,2024-07-21,Jorge
EL-0831,El Roble,Pardo Suizo,52,506.6,sano,2024-08-24,Marta
SA-0832,San Miguel,Gyr,120,303.9,tratamiento,2024-09-02,Jorge
EL-0833,El Roble,Jersey,110,437.4,sano,2024-09-17,Marta
SA-0834,San Miguel,Jersey,84,485.4,sano,2024-07-10,Paola
EL-0835,El Roble,Pardo Suizo,43,280.0,sano,2024-07-09,Marta
SA-0836,San Miguel,Pardo Suizo,67,530.9,sano,2024-12-11,Carlos
LO-0837,Los Guaduales,Normando,46,479.5,tratamiento,2024-11-28,Ana
LA-0838,La Esperanza,Holstein,78,356.8,sano,2024-12-15,Ana
LO-0839,Los Guaduales,Pardo Suizo,119,392.6,sano,2024-10-27,Marta
LO-0840,Los Guaduales,Pardo Suizo,32,386.7,sano,2024-10-15,Marta
EL-0841,El Roble,Jersey,108,278.5,sano,2024-08-01,Luis
EL-0842,El Roble,Criollo,95,451.1,tratamiento,2024-09-21,Jorge
BU-0843,Buenos Aires,Normando,118,469.0,sano,2024-08-01,Paola
SA-0844,San Miguel,Jersey,73,496.9,sano,2024-11-19,Paola
EL-0845,El Progreso,Normando,75,412.6,sano,2024-07-20,Luis
SA-0846,Santa Lucia,Jersey,73,543.5,observacion,2024-09-10,Marta
EL-0847,El Progreso,Jersey,91,303.1,sano,2024-08-14,Jorge
EL-0848,El Roble,Jersey,48,366.1,sano,2024-11-24,Paola
LA-0849,La Esperanza,Gyr,68,510.6,sano,2024-12-02,Luis
SA-0850,Santa Lucia,Criollo,12,527.1,sano,2024-08-03,Marta
EL-0851,El Progreso,Pardo Suizo,97,405.6,sano,2024-08-29,Jorge
LA-0852,La Esperanza,Holstein,66,326.0,sano,2024-09-08,Ana
LA-0853,La Pradera,Pardo Suizo,93,559.1,sano,2024-12-17,Jorge
EL-0854,El Roble,Criollo,30,374.0,tratamiento,2024-10-03,Carlos
BU-0855,Buenos Aires,Holstein,77,504.5,sano,2024-08-22,Luis
EL-0856,El Progreso,Normando,50,548.0,sano,2024-11-04,Jorge
BU-0857,Buenos Aires,Holstein,111,572.3,sano,2024-12-06,Luis
LA-0858,La Esperanza,Criollo,19,450.9,sano,2024-09-19,Carlos
EL-0859,El Roble,Holstein,37,273.0,sano,2024-12-26,Jorge
BU-0860,Buenos Aires,Criollo,51,372.0,vacuna_pendiente,2024-12-02,Ana
EL-0861,El Progreso,Jersey,40,492.3,sano,2024-10-24,Marta
LA-0862,La Pradera,Holstein,28,345.2,sano,2024-12-10,Ana
SA-0863,Santa Lucia,Pardo Suizo,42,483.2,observacion,2024-09-19,Paola
EL-0864,El Roble,Criollo,71,333.2,sano,2024-08-01,Carlos
SA-0865,San Miguel,Gyr,15,324.1,sano,2024-12-18,Carlos
EL-0866,El Roble,Criollo,96,516.4,sano,2024-11-08,Marta
EL-0867,El Progreso,Pardo Suizo,109,488.6,vacuna_pendiente,2024-12-31,Marta
BU-0868,Buenos Aires,Gyr,39,340.4,observacion,2024-09-08,Luis
SA-0869,San Miguel,Holstein,91,443.4,sano,2024-09-22,Carlos
LA-0870,La Esperanza,Holstein,22,285.1,sano,2024-11-15,Carlos
EL-0871,El Progreso,Holstein,103,288.2,sano,2024-12-11,Luis
SA-0872,Santa Lucia,Normando,112,540.2,sano,2024-09-14,Jorge
BU-0873,Buenos Aires,Normando,25,559.1,sano,2024-12-18,Marta
SA-0874,San Miguel,Holstein,42,390.9,tratamiento,2024-07-25,Jorge
EL-0875,El Progreso,Jersey,42,451.6,sano,2024-08-22,Paola
LO-0876,Los Guaduales,Gyr,93,434.9,sano,2024-11-25,Paola
SA-0877,San Miguel,Holstein,106,294.4,sano,2024-12-27,Jorge
EL-0878,El Progreso,Holstein,69,465.4,sano,2024-09-18,Jorge
LO-0879,Los Guaduales,Gyr,8,407.2,sano,2024-08-06,Luis
LO-0880,Los Guaduales,Normando,57,464.8,observacion,2024-10-21,Luis
LA-0881,La Esperanza,Criollo,109,464.7,sano,2024-09-15,Marta
SA-0882,Santa Lucia,Gyr,107,479.5,observacion,2024-10-19,Luis
BU-0883,Buenos Aires,Pardo Suizo,62,424.9,sano,2024-11-21,Paola
BU-0884,Buenos Aires,Normando,92,361.4,sano,2024-10-17,Jorge
BU-0885,Buenos Aires,Jersey,112,443.0,sano,2024-07-28,Paola
SA-0886,San Miguel,Pardo Suizo,81,290.8,sano,2024-11-29,Jorge
SA-0887,Santa Lucia,Jersey,15,429.9,sano,2024-10-03,Carlos
BU-0888,Buenos Aires,Gyr,107,347.0,sano,2024-08-28,Carlos
SA-0889,San Miguel,Jersey,54,449.2,sano,2024-09-11,Marta
LO-0890,Los Guaduales,Criollo,12,318.2,vacuna_pendiente,2024-07-07,Marta
EL-0891,El Progreso,Criollo,111,453.5,vacuna_pendiente,2024-08-27,Ana
LO-0892,Los Guaduales,Holstein,68,228.3,sano,2024-07-26,Marta
LA-0893,La Pradera,Pardo Suizo,51,282.0,tratamiento,2024-10-29,Marta
LA-0894,La Pradera,Jersey,39,341.5,sano,2024-11-11,Marta
LO-0895,Los Guaduales,Criollo,84,490.0,tratamiento,2024-10-24,Marta
LA-0896,La Esperanza,Gyr,18,370.7,sano,2024-08-28,Ana
EL-0897,El Progreso,Gyr,68,271.3,observacion,2024-10-29,Luis
BU-0898,Buenos Aires,Criollo,90,277.8,sano,2024-11-30,Paola
BU-0899,Buenos Aires,Jersey,18,369.8,sano,2024-09-02,Carlos
SA-0900,San Miguel,Holstein,84,417.1,tratamiento,2024-09-10,Marta
SA-0901,Santa Lucia,Pardo Suizo,25,402.9,sano,2024-12-12,Jorge
BU-0902,Buenos Aires,Jersey,65,307.9,sano,2024-09-25,Luis
EL-0903,El Progreso,Normando,111,440.6,sano,2024-08-21,Ana
SA-0904,Santa Lucia,Jersey,78,384.5,sano,2024-08-01,Luis
LO-0905,Los Guaduales,Holstein,40,337.2,sano,2024-11-03,Luis
BU-0906,Buenos Aires,Jersey,57,452.9,sano,2024-07-19,Jorge
LO-0907,Los Guaduales,Pardo Suizo,60,368.1,sano,2024-10-28,Luis
LA-0908,La Pradera,Jersey,99,452.8,tratamiento,2024-11-30,Marta
LA-0909,La Esperanza,Normando,100,347.7,observacion,2024-11-20,Ana
LO-0910,Los Guaduales,Pardo Suizo,116,339.9,observacion,2024-11-26,Luis
EL-0911,El Roble,Gyr,50,412.3,sano,2024-10-10,Ana
EL-0912,El Roble,Gyr,118,559.2,sano,2024-09-12,Ana
SA-0913,San Miguel,Jersey,82,389.5,sano,2024-10-04,Ana
EL-0914,El Progreso,Normando,74,484.4,sano,2024-09-03,Ana
LA-0915,La Pradera,Jersey,91,253.2,sano,2024-08-15,Paola
BU-0916,Buenos Aires,Jersey,92,380.8,sano,2024-07-25,Carlos
LA-0917,La Esperanza,Normando,7,433.5,sano,2024-09-11,Jorge
EL-0918,El Progreso,Normando,76,431.2,sano,2024-11-15,Luis
EL-0919,El Roble,Holstein,107,455.6,sano,2024-08-27,Luis
BU-0920,Buenos Aires,Normando,94,353.3,sano,2024-10-06,Paola
BU-0921,Buenos Aires,Gyr,43,470.5,sano,2024-12-19,Carlos
LO-0922,Los Guaduales,Criollo,53,487.0,sano,2024-09-20,Luis
LA-0923,La Esperanza,Gyr,116,346.4,sano,2024-10-16,Carlos
SA-0924,San Miguel,Gyr,25,323.0,sano,2024-09-21,Luis
SA-0925,San Miguel,Holstein,20,434.5,sano,2024-08-30,Marta
EL-0926,El Roble,Normando,29,569.6,observacion,2024-08-04,Paola
EL-0927,El Progreso,Criollo,35,327.1,sano,2024-12-04,Carlos
LO-0928,Los Guaduales,Jersey,89,414.3,observacion,2024-08-23,Jorge
SA-0929,Santa Lucia,Pardo Suizo,104,387.3,sano,2024-11-05,Paola
BU-0930,Buenos Aires,Criollo,98,485.0,vacuna_pendiente,2024-07-05,Ana
BU-0931,Buenos Aires,Criollo,56,384.7,observacion,2024-09-22,Jorge
EL-0932,El Progreso,Holstein,14,500.0,sano,2024-07-25,Ana
LA-0933,La Pradera,Gyr,11,456.2,sano,2024-12-05,Jorge
LA-0934,La Pradera,Pardo Suizo,24,391.5,vacuna_pendiente,2024-09-25,Carlos
LA-0935,La Esperanza,Holstein,107,447.6,sano,2024-10-14,Carlos
BU-0936,Buenos Aires,Gyr,56,299.0,sano,2024-07-06,Paola
EL-0937,El Progreso,Criollo,105,526.7,sano,2024-11-04,Luis
EL-0938,El Roble,Gyr,82,478.5,sano,2024-10-30,Ana
EL-0939,El Progreso,Holstein,86,346.8,sano,2024-08-25,Luis
EL-0940,El Roble,Holstein,69,446.4,sano,2024-10-31,Marta
LO-0941,Los Guaduales,Criollo,80,242.4,sano,2024-11-27,Ana
BU-0942,Buenos Aires,Jersey,59,523.1,sano,2024-12-14,Ana
BU-0943,Buenos Aires,Normando,44,410.2,sano,2024-10-08,Ana
LA-0944,La Esperanza,Pardo Suizo,95,586.4,vacuna_pendiente,2024-07-05,Carlos
LA-0945,La Esperanza,Gyr,102,484.0,sano,2024-08-19,Paola
EL-0946,El Progreso,Criollo,101,430.7,tratamiento,2024-12-20,Luis
EL-0947,El Progreso,Holstein,10,428.3,sano,2024-11-04,Luis
EL-0948,El Progreso,Holstein,109,373.8,sano,2024-12-09,Ana
LO-0949,Los Guaduales,Pardo Suizo,94,438.5,sano,2024-09-06,Jorge
LA-0950,La Esperanza,Holstein,34,350.4,sano,2024-09-02,Jorge
EL-0951,El Progreso,Gyr,104,301.8,sano,2024-07-16,Paola
BU-0952,Buenos Aires,Pardo Suizo,105,474.8,observacion,2024-10-19,Ana
LA-0953,La Esperanza,Normando,92,385.0,sano,2024-11-25,Carlos
LA-0954,La Pradera,Pardo Suizo,87,329.6,sano,2024-12-30,Marta
SA-0955,San Miguel,Normando,89,455.6,sano,2024-10-03,Carlos
EL-0956,El Progreso,Gyr,94,369.6,sano,2024-08-13,Paola
EL-0957,El Roble,Gyr,58,404.0,sano,2024-09-15,Paola
LA-0958,La Pradera,Criollo,47,646.3,sano,2024-11-03,Luis
LA-0959,La Esperanza,Criollo,87,483.1,sano,2024-12-11,Marta
LA-0960,La Pradera,Jersey,42,362.2,tratamiento,2024-12-01,Ana
BU-0961,Buenos Aires,Pardo Suizo,101,376.0,observacion,2024-12-23,Jorge
EL-0962,El Roble,Jersey,30,478.1,sano,2024-08-02,Carlos
EL-0963,El Roble,Criollo,23,504.7,sano,2024-12-24,Jorge
LA-0964,La Pradera,Holstein,51,490.0,sano,2024-11-12,Ana
SA-0965,Santa Lucia,Pardo Suizo,56,407.9,sano,2024-08-23,Ana
LA-0966,La Esperanza,Jersey,70,485.0,observacion,2024-11-19,Jorge
SA-0967,Santa Lucia,Pardo Suizo,50,285.2,vacuna_pendiente,2024-07-07,Carlos
LA-0968,La Esperanza,Holstein,23,411.2,sano,2024-10-20,Ana
SA-0969,San Miguel,Holstein,38,395.6,sano,2024-09-19,Paola
BU-0970,Buenos Aires,Holstein,75,268.6,tratamiento,2024-07-10,Marta
EL-0971,El Progreso,Jersey,29,556.7,sano,2024-11-29,Marta
LO-0972,Los Guaduales,Normando,37,512.1,tratamiento,2024-10-10,Paola
LA-0973,La Pradera,Jersey,62,353.1,tratamiento,2024-11-22,Jorge
BU-0974,Buenos Aires,Criollo,115,431.4,sano,2024-09-27,Luis
LA-0975,La Esperanza,Criollo,17,393.7,sano,2024-10-27,Paola
SA-0976,Santa Lucia,Gyr,94,273.7,sano,2024-09-12,Jorge
BU-0977,Buenos Aires,Holstein,72,271.0,sano,2024-10-22,Paola
EL-0978,El Roble,Pardo Suizo,41,361.2,observacion,2024-10-20,Paola
BU-0979,Buenos Aires,Gyr,63,483.3,observacion,2024-11-24,Jorge
SA-0980,San Miguel,Criollo,96,510.5,sano,2024-09-16,Ana
BU-0981,Buenos Aires,Pardo Suizo,73,320.9,sano,2024-12-22,Luis
LA-0982,La Esperanza,Pardo Suizo,29,382.5,sano,2024-10-23,Jorge
EL-0983,El Progreso,Jersey,100,290.6,sano,2024-08-28,Carlos
LA-0984,La Pradera,Holstein,62,376.5,sano,2024-11-13,Luis
SA-0985,San Miguel,Jersey,25,395.4,sano,2024-10-25,Luis
BU-0986,Buenos Aires,Jersey,116,335.0,sano,2024-08-31,Carlos
LO-0987,Los Guaduales,Criollo,72,385.8,sano,2024-10-23,Jorge
EL-0988,El Progreso,Holstein,17,328.2,vacuna_pendiente,2024-11-19,Ana
EL-0989,El Roble,Criollo,84,367.0,tratamiento,2024-08-10,Marta
BU-0990,Buenos Aires,Normando,84,482.6,observacion,2024-09-29,Jorge
SA-0991,Santa Lucia,Criollo,12,453.1,sano,2024-09-03,Jorge
EL-0992,El Progreso,Jersey,43,346.4,sano,2024-10-20,Marta
LO-0993,Los Guaduales,Gyr,14,304.8,sano,2024-09-07,Jorge
EL-0994,El Progreso,Normando,71,504.3,sano,2024-11-26,Jorge
BU-0995,Buenos Aires,Holstein,57,485.8,sano,2024-08-10,Jorge
LA-0996,La Esperanza,Criollo,119,481.2,sano,2024-10-30,Carlos
SA-0997,Santa Lucia,Holstein,77,308.7,observacion,2024-09-20,Ana
LA-0998,La Pradera,Holstein,14,375.1,observacion,2024-11-27,Carlos
BU-0999,Buenos Aires,Gyr,53,354.4,sano,2024-09-15,Carlos
EL-1000,El Progreso,Criollo,98,408.9,sano,2024-11-10,Paola
SA-1001,Santa Lucia,Jersey,44,500.1,sano,2024-12-02,Ana
BU-1002,Buenos Aires,Normando,37,359.3,observacion,2024-11-18,Carlos
BU-1003,Buenos Aires,Normando,104,294.1,sano,2024-08-11,Carlos
SA-1004,San Miguel,Criollo,53,369.5,sano,2024-09-09,Luis
SA-1005,San Miguel,Jersey,10,544.3,sano,2024-11-14,Ana
SA-1006,Santa Lucia,Normando,85,318.8,sano,2024-10-27,Marta
EL-1007,El Roble,Gyr,49,217.7,sano,2024-11-02,Carlos
EL-1008,El Progreso,Normando,76,330.0,sano,2024-12-07,Paola
BU-1009,Buenos Aires,Jersey,117,376.4,sano,2024-08-09,Paola
SA-1010,Santa Lucia,Criollo,15,408.1,tratamiento,2024-12-13,Carlos
BU-1011,Buenos Aires,Jersey,50,552.2,sano,2024-12-19,Carlos
LA-1012,La Esperanza,Pardo Suizo,74,286.6,sano,2024-07-08,Ana
LO-1013,Los Guaduales,Gyr,75,384.3,observacion,2024-12-09,Luis
LO-1014,Los Guaduales,Criollo,74,384.7,sano,2024-12-23,Luis
SA-1015,San Miguel,Normando,103,324.4,sano,2024-08-19,Carlos
BU-1016,Buenos Aires,Normando,39,384.8,observacion,2024-09-26,Ana
LA-1017,La Esperanza,Criollo,56,411.2,sano,2024-11-07,Carlos
SA-1018,San Miguel,Gyr,36,442.9,sano,2024-07-05,Luis
LA-1019,La Pradera,Holstein,7,508.5,sano,2024-11-23,Ana
BU-1020,Buenos Aires,Normando,13,349.6,sano,2024-10-26,Ana
SA-1021,San Miguel,Criollo,78,276.8,sano,2024-08-06,Jorge
LA-1022,La Esperanza,Normando,30,535.8,sano,2024-10-14,Ana
SA-1023,Santa Lucia,Jersey,97,336.0,sano,2024-07-05,Carlos
EL-1024,El Progreso,Criollo,86,446.6,vacuna_pendiente,2024-07-29,Marta
EL-1025,El Progreso,Criollo,104,428.3,observacion,2024-07-21,Jorge
LA-1026,La Esperanza,Jersey,67,459.8,sano,2024-12-21,Paola
SA-1027,San Miguel,Jersey,84,310.7,observacion,2024-11-24,Marta
BU-1028,Buenos Aires,Jersey,75,585.1,sano,2024-09-11,Luis
LO-1029,Los Guaduales,Jersey,79,393.0,sano,2024-10-13,Jorge
BU-1030,Buenos Aires,Pardo Suizo,94,362.8,sano,2024-10-26,Luis
LO-1031,Los Guaduales,Gyr,102,464.2,sano,2024-07-27,Ana
LA-1032,La Pradera,Gyr,67,251.1,sano,2024-12-30,Luis
LA-1033,La Pradera,Jersey,23,507.6,sano,2024-08-11,Marta
EL-1034,El Roble,Pardo Suizo,58,463.2,sano,2024-08-20,Ana
LA-1035,La Esperanza,Criollo,57,267.3,sano,2024-08-19,Luis
LO-1036,Los Guaduales,Criollo,20,493.0,sano,2024-12-24,Ana
EL-1037,El Roble,Holstein,95,395.2,sano,2024-09-10,Luis
SA-1038,San Miguel,Normando,111,375.3,sano,2024-10-18,Paola
SA-1039,Santa Lucia,Criollo,64,399.2,sano,2024-07-28,Marta
BU-1040,Buenos Aires,Normando,106,597.5,observacion,2024-09-12,Luis
SA-1041,San Miguel,Criollo,21,476.7,sano,2024-12-29,Jorge
EL-1042,El Progreso,Gyr,106,375.3,observacion,2024-10-25,Paola
EL-1043,El Roble,Normando,46,317.6,sano,2024-07-26,Jorge
SA-1044,San Miguel,Normando,55,442.5,sano,2024-08-03,Luis
LA-1045,La Esperanza,Holstein,47,546.1,sano,2024-11-17,Carlos
SA-1046,San Miguel,Gyr,83,460.1,sano,2024-12-15,Paola
LA-1047,La Esperanza,Gyr,96,541.6,sano,2024-10-11,Luis
EL-1048,El Roble,Pardo Suizo,95,524.3,sano,2024-07-12,Carlos
EL-1049,El Progreso,Normando,106,466.9,sano,2024-10-05,Paola
EL-1050,El Progreso,Jersey,39,468.9,sano,2024-09-25,Ana
BU-1051,Buenos Aires,Jersey,106,387.6,sano,2024-07-07,Ana
EL-1052,El Progreso,Normando,97,393.7,sano,2024-07-14,Ana
EL-1053,El Progreso,Gyr,43,327.8,observacion,2024-08-12,Carlos
LA-1054,La Pradera,Criollo,104,393.9,sano,2024-07-17,Jorge
LA-1055,La Esperanza,Criollo,37,501.4,sano,2024-07-10,Ana
LA-1056,La Esperanza,Holstein,86,442.5,sano,2024-11-23,Carlos
EL-1057,El Roble,Gyr,28,405.0,sano,2024-10-22,Ana
LA-1058,La Esperanza,Normando,113,371.7,sano,2024-08-17,Ana
