id_clima,fecha,zona,temperatura_promedio_c,lluvia_mm,humedad_relativa_pct,observacion_climatica
C-00858,2025-01-30,Norte,33.5,7.6,57.7,sequía leve
C-00859,2025-07-09,Occidente,26.2,13.1,80.7,estable
C-00860,2025-12-02,Norte,19.6,0.3,92.9,nublado
C-00861,2025-06-03,Centro,24.2,0,77.9,lluvia
C-00862,2025-06-30,Centro,26.5,11.8,56.0,lluvia
C-00863,2025-06-01,Oriente,19.6,0,97.6,sequía leve
C-00864,2025-10-18,Occidente,30.4,0.8,79.7,soleado
C-00865,2025-08-08,Centro,19.2,3.1,51.5,nublado
C-00866,2025-06-24,Norte,32.1,13.7,49.1,tormenta
C-00867,2025-06-07,Centro,23.6,20.2,75.5,soleado
C-00868,2025-11-28,Oriente,27.0,9.0,46.2,sequía leve
C-00869,2025-03-11,Oriente,23.8,15.7,87.3,soleado
C-00870,2025-07-03,Norte,21.0,8.9,68.4,nublado
C-00871,2025-02-27,Occidente,29.9,0,85.7,soleado
C-00872,2025-11-27,Norte,25.4,2.7,81.5,estable
C-00873,2025-05-10,Occidente,27.0,19.4,74.5,soleado
C-00874,2025-09-07,Centro,29.3,9.7,61.1,nublado
C-00875,2025-10-28,Sur,31.8,13.3,89.3,tormenta
C-00876,2025-03-24,Norte,20.3,5.9,94.3,sequía leve
C-00877,2025-01-20,Centro,18.5,5.9,96.0,lluvia
C-00878,2025-05-21,Centro,17.8,13.6,79.1,tormenta
C-00879,2025-08-02,Oriente,29.3,10.6,86.2,nublado
C-00880,2025-11-21,Oriente,30.9,0,93.8,estable
C-00881,2025-09-29,Occidente,17.7,0.5,56.9,tormenta
C-00882,2025-02-05,Norte,20.2,8.9,66.8,lluvia
C-00883,2025-03-02,Oriente,23.5,6.8,62.5,estable
C-00884,2025-12-10,Oriente,22.4,0.0,53.9,nublado
C-00885,2025-12-29,Centro,17.0,0,90.5,tormenta
C-00886,2025-10-28,Sur,17.4,0,47.4,soleado
C-00887,2025-04-05,Sur,32.5,11.3,94.0,sequía leve
C-00888,2025-12-02,Centro,21.7,3.2,91.9,sequía leve
C-00889,2025-08-24,Occidente,17.3,1.2,79.4,tormenta
C-00890,2025-03-10,Oriente,30.2,1.4,48.2,lluvia
C-00891,2025-03-21,Sur,18.6,8.1,46.0,soleado
C-00892,2025-04-03,Centro,17.3,0,60.4,nublado
C-00893,2025-12-22,Occidente,20.7,17.3,72.1,soleado
C-00894,2025-10-14,Centro,33.7,8.2,94.8,nublado
C-00895,2025-07-25,Sur,19.7,0.1,81.8,soleado
C-00896,2025-05-12,Sur,20.9,0,60.9,estable
C-00897,2025-12-20,Norte,28.9,9.3,70.9,lluvia
C-00898,2025-01-02,Centro,18.5,12.0,45.1,nublado
C-00899,2025-05-24,Oriente,29.0,10.4,64.2,lluvia
C-00900,2025-04-12,Centro,23.0,0,93.7,sequía leve
C-00901,2025-07-06,Centro,31.0,0,89.1,lluvia
C-00902,2025-11-02,Centro,18.6,10.6,64.4,tormenta
C-00903,2025-09-05,Occidente,16.9,11.5,67.6,tormenta
C-00904,2025-05-13,Oriente,28.2,8.7,80.2,lluvia
C-00905,2025-07-31,Oriente,29.7,0,49.1,soleado
C-00906,2025-02-26,Sur,28.8,7.3,68.7,soleado
C-00907,2025-09-25,Occidente,24.0,7.3,59.0,estable
C-00908,2025-05-05,Sur,26.1,3.9,69.8,nublado
C-00909,2025-10-23,Norte,16.6,1.8,80.5,soleado
C-00910,2025-09-13,Norte,24.4,5.5,58.8,lluvia
C-00911,2025-03-06,Centro,17.1,2.5,96.1,lluvia
C-00912,2025-08-10,Sur,32.1,0,76.6,tormenta
C-00913,2025-05-12,Centro,27.7,7.7,52.0,sequía leve
C-00914,2025-05-28,Centro,19.7,3.8,80.9,nublado
C-00915,2025-09-03,Sur,18.4,0,65.3,lluvia
C-00916,2025-11-29,Centro,26.6,11.9,82.4,tormenta
C-00917,2025-01-03,Oriente,30.5,19.2,66.9,estable
C-00918,2025-05-05,Centro,32.1,15.0,57.0,nublado
C-00919,2025-06-13,Oriente,21.2,4.0,46.9,soleado
C-00920,2025-09-09,Sur,30.4,9.3,83.1,nublado
C-00921,2025-03-22,Occidente,33.0,14.2,97.6,tormenta
C-00922,2025-02-10,Occidente,21.5,0,59.0,nublado
C-00923,2025-08-20,Norte,30.6,8.3,81.2,soleado
C-00924,2025-08-19,Sur,28.8,9.8,86.9,estable
C-00925,2025-04-24,Occidente,23.6,63.9,69.1,soleado
C-00926,2025-02-05,Occidente,29.6,0.0,61.2,nublado
C-00927,2025-12-30,Oriente,26.0,6.2,94.1,nublado
C-00928,2025-08-20,Oriente,32.1,13.9,47.7,soleado
C-00929,2025-04-28,Occidente,23.9,17.5,73.3,tormenta
C-00930,2025-09-22,Sur,20.4,1.3,94.9,estable
C-00931,2025-08-26,Centro,34.0,5.7,56.2,nublado
C-00932,2025-09-27,Norte,34.7,43.4,52.2,tormenta
C-00933,2025-07-24,Norte,33.4,0,48.0,estable
C-00934,2025-09-28,Norte,26.1,1.8,45.9,sequía leve
C-00935,2025-11-02,Occidente,33.2,6.4,49.8,tormenta
C-00936,2025-10-05,Oriente,28.9,0,85.5,lluvia
C-00937,2025-10-30,Occidente,33.8,45.7,57.7,tormenta
C-00938,2025-06-03,Norte,17.9,1.0,64.1,soleado
C-00939,2025-11-13,Sur,33.4,2.8,62.9,estable
C-00940,2025-06-10,Centro,16.5,3.8,81.3,sequía leve
C-00941,2025-04-03,Norte,18.6,0.4,56.2,soleado
C-00942,2025-10-20,Oriente,34.5,13.2,46.2,estable
C-00943,2025-04-07,Centro,20.4,63.4,62.5,nublado
C-00944,2025-08-21,Occidente,21.6,3.2,80.9,lluvia
C-00945,2025-01-11,Centro,26.1,19.6,62.5,nublado
C-00946,2025-10-20,Sur,33.1,1.2,56.7,nublado
C-00947,2025-06-17,Occidente,23.3,7.6,70.0,tormenta
C-00948,2025-11-15,Occidente,17.9,10.6,95.6,estable
C-00949,2025-05-04,Centro,26.5,1.6,48.7,sequía leve
C-00950,2025-08-02,Occidente,29.1,17.1,54.8,sequía leve
C-00951,2025-02-06,Sur,26.1,14.0,87.0,nublado
C-00952,2025-07-22,Oriente,33.4,0,68.6,nublado
C-00953,2025-01-16,Norte,33.1,8.1,50.3,sequía leve
C-00954,2025-03-15,Norte,20.2,0,89.6,estable
C-00955,2025-09-14,Centro,19.9,10.1,96.5,estable
C-00956,2025-01-07,Oriente,25.9,17.3,55.1,estable
C-00957,2025-09-11,Norte,21.3,0,75.7,tormenta
C-00958,2025-04-01,Centro,33.0,7.5,54.2,soleado
C-00959,2025-05-21,Norte,16.5,2.2,96.5,estable
C-00960,2025-12-28,Centro,22.8,12.7,81.4,estable
C-00961,2025-11-18,Norte,22.9,9.8,78.8,estable
C-00962,2025-12-31,Norte,23.8,0,52.8,sequía leve
C-00963,2025-06-17,Sur,20.4,15.0,70.2,tormenta
C-00964,2025-06-13,Occidente,22.0,0,71.1,lluvia
C-00965,2025-02-14,Norte,23.0,45.0,71.4,lluvia
C-00966,2025-09-22,Centro,33.3,2.5,77.6,lluvia
C-00967,2025-09-20,Centro,30.8,0,62.9,estable
C-00968,2025-08-27,Occidente,25.1,8.5,79.4,nublado
C-00969,2025-06-05,Occidente,34.3,10.8,75.8,tormenta
C-00970,2025-11-12,Occidente,25.2,0,71.4,tormenta
C-00971,2025-03-05,Centro,23.4,5.8,55.1,lluvia
C-00972,2025-02-26,Sur,20.7,7.6,94.8,tormenta
C-00973,2025-09-06,Occidente,19.1,15.2,65.1,estable
C-00974,2025-12-04,Norte,26.5,0,89.7,soleado
C-00975,2025-05-17,Norte,27.6,9.0,53.9,estable
C-00976,2025-09-15,Centro,27.0,6.1,50.8,lluvia
C-00977,2025-12-25,Norte,17.4,0.6,64.0,nublado
C-00978,2025-09-13,Sur,33.1,0,74.4,lluvia
C-00979,2025-11-04,Norte,26.3,18.3,67.3,tormenta
C-00980,2025-08-04,Norte,24.5,0,94.1,soleado
C-00981,2025-03-26,Oriente,31.7,7.6,65.7,soleado
C-00982,2025-01-16,Occidente,28.7,57.3,52.8,nublado
C-00983,2025-12-15,Occidente,32.3,0,70.3,tormenta
C-00984,2025-03-01,Oriente,23.4,0,81.0,estable
C-00985,2025-06-14,Centro,31.9,7.4,83.2,sequía leve
C-00986,2025-02-17,Centro,25.2,0,76.0,estable
C-00987,2025-04-11,Occidente,33.2,8.4,80.1,lluvia
C-00988,2025-12-13,Norte,21.6,14.2,55.8,tormenta
C-00989,2025-12-15,Sur,34.4,11.3,96.9,lluvia
C-00990,2025-05-07,Oriente,24.6,0.3,47.1,tormenta
C-00991,2025-07-23,Norte,17.1,0,70.1,estable
C-00992,2025-04-10,Occidente,19.9,1.8,87.7,soleado
C-00993,2025-12-16,Oriente,29.9,0,51.1,tormenta
C-00994,2025-03-10,Sur,32.1,12.5,95.6,lluvia
C-00995,2025-04-27,Oriente,18.0,4.1,86.4,nublado
C-00996,2025-04-11,Sur,24.4,6.7,45.3,soleado
C-00997,2025-08-08,Occidente,21.8,17.4,71.7,tormenta
C-00998,2025-09-23,Norte,19.2,0,78.4,estable
C-00999,2025-12-29,Norte,34.4,8.9,57.4,lluvia
C-01000,2025-03-14,Oriente,25.5,12.1,66.3,nublado
C-01001,2025-03-02,Sur,19.8,0,67.3,lluvia
C-01002,2025-04-19,Occidente,32.7,0,67.2,estable
C-01003,2025-04-19,Occidente,23.7,11.8,57.7,estable
C-01004,2025-03-07,Centro,21.6,6.7,82.9,soleado
C-01005,2025-02-08,Occidente,18.6,4.4,92.3,nublado
C-01006,2025-07-22,Oriente,22.1,6.5,83.8,sequía leve
C-01007,2025-05-03,Sur,26.3,4.3,50.2,estable
C-01008,2025-03-02,Occidente,19.3,8.2,64.6,soleado
C-01009,2025-11-13,Norte,31.7,4.3,81.7,sequía leve
C-01010,2025-08-12,Occidente,27.3,0.6,95.8,soleado
C-01011,2025-12-31,Centro,26.9,1.6,89.5,tormenta
C-01012,2025-04-02,Sur,34.6,6.3,56.8,soleado
C-01013,2025-03-23,Oriente,32.3,4.7,69.5,soleado
C-01014,2025-07-09,Oriente,22.6,1.2,96.1,lluvia
C-01015,2025-02-02,Norte,22.3,15.3,81.5,nublado
C-01016,2025-07-11,Occidente,30.2,0,86.6,lluvia
C-01017,2025-10-14,Centro,17.7,2.1,57.4,estable
C-01018,2025-05-11,Occidente,21.4,25.1,95.9,soleado
C-01019,2025-02-05,Centro,18.3,7.6,54.1,sequía leve
C-01020,2025-12-18,Sur,16.3,0,53.0,estable
C-01021,2025-02-28,Centro,23.5,1.9,58.6,nublado
C-01022,2025-09-24,Centro,19.4,50.4,78.9,nublado
C-01023,2025-05-19,Occidente,27.9,14.3,65.7,sequía leve
C-01024,2025-01-11,Norte,32.6,14.5,89.3,estable
C-01025,2025-09-25,Oriente,25.4,16.9,74.2,estable
C-01026,2025-04-18,Sur,32.1,26.2,57.0,lluvia
C-01027,2025-04-30,Norte,23.0,13.1,67.4,lluvia
C-01028,2025-10-04,Oriente,30.4,0.3,96.9,lluvia
C-01029,2025-12-06,Sur,22.1,0,73.7,lluvia
C-01030,2025-06-21,Occidente,17.6,0.3,48.2,sequía leve
C-01031,2025-10-19,Sur,19.6,0,83.8,lluvia
C-01032,2025-10-21,Occidente,16.8,0,55.0,soleado
C-01033,2025-11-13,Norte,35.0,11.7,68.1,soleado
C-01034,2025-08-25,Occidente,28.9,0,55.9,soleado
C-01035,2025-06-01,Sur,24.1,17.8,72.2,lluvia
C-01036,2025-03-12,Oriente,29.0,0,95.6,estable
C-01037,2025-03-24,Sur,25.5,4.5,73.6,sequía leve
C-01038,2025-12-03,Occidente,18.5,7.7,49.3,soleado
C-01039,2025-04-28,Sur,20.6,9.2,90.3,estable
C-01040,2025-09-03,Occidente,18.6,2.7,46.0,estable
C-01041,2025-06-18,Occidente,32.6,5.5,91.7,tormenta
C-01042,2025-01-10,Centro,33.1,0,82.1,estable
C-01043,2025-03-27,Centro,29.7,6.6,48.8,nublado
C-01044,2025-07-30,Centro,25.8,0,55.9,estable
C-01045,2025-12-02,Oriente,23.4,11.8,74.0,lluvia
C-01046,2025-03-18,Oriente,31.8,8.7,58.3,nublado
C-01047,2025-12-26,Norte,30.4,15.3,71.3,estable
C-01048,2025-11-10,Norte,19.4,0,63.7,nublado
C-01049,2025-11-04,Occidente,33.3,13.1,85.4,estable
C-01050,2025-03-09,Sur,30.1,8.5,93.0,tormenta
C-01051,2025-04-17,Occidente,21.8,2.8,79.2,tormenta
C-01052,2025-08-04,Norte,21.0,13.8,68.9,nublado
C-01053,2025-11-17,Occidente,21.5,0,71.4,lluvia
C-01054,2025-08-23,Sur,26.4,12.8,69.5,tormenta
C-01055,2025-11-08,Sur,16.5,0,47.0,soleado
C-01056,2025-01-29,Oriente,32.5,3.3,90.4,estable
C-01057,2025-10-04,Norte,16.3,0,72.3,lluvia
C-01058,2025-09-25,Norte,17.4,4.1,61.7,lluvia
C-01059,2025-12-21,Norte,28.1,0,59.4,soleado
C-01060,2025-08-09,Centro,20.7,0.0,62.0,nublado
C-01061,2025-10-30,Occidente,30.5,18.8,68.1,nublado
C-01062,2025-08-03,Sur,20.7,3.1,63.6,soleado
C-01063,2025-03-07,Centro,32.0,59.8,95.3,estable
C-01064,2025-02-08,Occidente,16.1,0,52.8,soleado
C-01065,2025-12-12,Sur,21.6,30.0,86.2,nublado
C-01066,2025-11-24,Occidente,22.6,13.4,58.7,lluvia
C-01067,2025-03-10,Sur,29.6,1.8,86.4,sequía leve
C-01068,2025-01-31,Oriente,31.2,0,45.2,sequía leve
C-01069,2025-11-19,Norte,34.1,7.3,84.1,lluvia
C-01070,2025-04-08,Sur,23.2,8.8,57.8,lluvia
C-01071,2025-04-18,Oriente,17.1,6.5,65.5,nublado
C-01072,2025-06-10,Occidente,34.9,2.8,65.6,soleado
C-01073,2025-02-21,Centro,31.4,8.2,63.0,tormenta
C-01074,2025-08-15,Centro,26.6,11.7,62.7,soleado
C-01075,2025-03-01,Sur,23.3,0,86.0,sequía leve
C-01076,2025-02-07,Norte,27.3,8.7,66.9,lluvia
C-01077,2025-10-18,Occidente,20.9,0,88.2,estable
C-01078,2025-04-25,Norte,17.4,7.5,81.3,estable
C-01079,2025-03-23,Norte,26.1,2.9,54.1,estable
C-01080,2025-04-06,Sur,16.4,19.2,94.8,soleado
C-01081,2025-01-18,Oriente,27.7,0,84.2,sequía leve
C-01082,2025-01-23,Oriente,21.6,10.8,46.7,lluvia
C-01083,2025-08-28,Occidente,22.8,6.5,48.0,estable
C-01084,2025-05-27,Centro,34.5,7.1,68.9,soleado
C-01085,2025-07-05,Oriente,30.6,2.4,69.6,tormenta
C-01086,2025-08-03,Norte,32.9,3.1,63.7,soleado
C-01087,2025-12-07,Centro,26.1,0.1,47.4,soleado
C-01088,2025-11-04,Centro,21.4,0,87.8,soleado
C-01089,2025-03-25,Oriente,17.7,9.8,52.7,soleado
C-01090,2025-03-04,Centro,16.1,11.5,90.3,tormenta
C-01091,2025-11-05,Sur,35.0,1.4,85.6,estable
C-01092,2025-08-19,Norte,24.2,9.0,92.5,estable
C-01093,2025-06-13,Oriente,22.9,0,60.2,estable
C-01094,2025-11-07,Occidente,26.6,4.9,51.4,soleado
C-01095,2025-03-03,Norte,32.3,14.3,82.2,nublado
C-01096,2025-10-31,Centro,25.3,8.4,69.9,soleado
C-01097,2025-02-18,Occidente,28.9,12.1,90.3,estable
C-01098,2025-07-11,Centro,25.0,5.8,85.1,sequía leve
C-01099,2025-11-14,Sur,21.7,8.6,80.5,sequía leve
C-01100,2025-09-08,Oriente,31.2,9.1,90.3,sequía leve
C-01101,2025-11-30,Norte,29.9,10.4,45.2,tormenta
C-01102,2025-03-05,Occidente,20.9,11.8,59.4,tormenta
C-01103,2025-10-13,Sur,32.1,0,66.1,nublado
C-01104,2025-11-03,Occidente,33.3,3.6,87.0,nublado
C-01105,2025-04-27,Occidente,30.3,1.9,56.5,estable
C-01106,2025-11-07,Oriente,32.6,5.7,62.4,lluvia
C-01107,2025-01-03,Oriente,24.6,27.1,85.6,estable
C-01108,2025-08-29,Norte,28.8,0,74.1,soleado
C-01109,2025-04-28,Occidente,22.0,7.2,65.2,sequía leve
C-01110,2025-11-12,Sur,23.1,7.5,56.1,lluvia
C-01111,2025-12-20,Centro,18.1,0,54.5,soleado
C-01112,2025-06-17,Oriente,19.4,9.0,75.1,tormenta
C-01113,2025-01-11,Norte,27.3,4.0,88.6,lluvia
C-01114,2025-04-17,Centro,25.2,8.6,85.0,sequía leve
C-01115,2025-03-08,Occidente,28.6,0,61.0,sequía leve
C-01116,2025-07-23,Occidente,29.0,16.1,52.7,estable
C-01117,2025-02-14,Oriente,22.1,0,97.7,nublado
C-01118,2025-03-05,Sur,32.1,0.6,78.8,sequía leve
C-01119,2025-02-05,Occidente,17.3,62.0,56.3,tormenta
C-01120,2025-06-15,Norte,18.1,3.0,87.5,tormenta
C-01121,2025-10-15,Sur,29.9,0,49.4,lluvia
C-01122,2025-06-28,Occidente,25.7,24.0,67.3,lluvia
C-01123,2025-12-24,Norte,28.9,3.8,51.2,sequía leve
C-01124,2025-01-17,Oriente,29.8,2.4,52.0,sequía leve
C-01125,2025-02-22,Occidente,34.5,5.8,94.1,tormenta
C-01126,2025-09-26,Occidente,26.3,0,89.5,sequía leve
C-01127,2025-02-21,Centro,25.3,12.3,60.3,sequía leve
C-01128,2025-09-28,Occidente,30.2,8.5,72.5,soleado
C-01129,2025-07-03,Centro,18.3,2.7,59.8,soleado
C-01130,2025-08-28,Norte,28.1,14.6,54.1,tormenta
C-01131,2025-07-13,Occidente,19.5,4.6,46.9,nublado
C-01132,2025-03-07,Sur,25.6,4.8,93.1,estable
C-01133,2025-07-02,Centro,33.0,12.1,97.9,lluvia
C-01134,2025-12-09,Oriente,34.4,11.6,60.6,lluvia
C-01135,2025-08-25,Centro,32.8,0,48.6,estable
C-01136,2025-11-17,Occidente,16.2,0,81.5,soleado
C-01137,2025-07-10,Oriente,24.1,8.2,94.3,soleado
C-01138,2025-05-25,Oriente,33.4,12.5,95.9,tormenta
C-01139,2025-09-11,Centro,27.5,3.2,77.2,soleado
C-01140,2025-10-21,Occidente,16.6,13.6,76.7,lluvia
C-01141,2025-03-21,Oriente,25.8,0,97.2,lluvia
C-01142,2025-10-06,Norte,27.6,14.8,58.2,nublado
C-01143,2025-07-26,Norte,22.9,27.4,51.9,sequía leve
C-01144,2025-09-04,Norte,27.1,8.0,84.9,estable
C-01145,2025-01-09,Centro,32.5,10.1,50.6,estable
C-01146,2025-11-06,Sur,29.0,9.0,62.0,estable
C-01147,2025-08-18,Occidente,33.1,6.9,66.2,lluvia
C-01148,2025-09-12,Oriente,30.0,0,51.8,tormenta
C-01149,2025-05-30,Oriente,20.9,0,58.5,sequía leve
C-01150,2025-11-23,Centro,24.5,0,92.8,lluvia
C-01151,2025-07-30,Oriente,21.4,38.3,88.7,estable
C-01152,2025-06-18,Oriente,32.7,52.4,61.1,lluvia
C-01153,2025-03-31,Norte,20.7,7.3,69.0,estable
C-01154,2025-05-31,Occidente,16.0,3.2,56.2,soleado
C-01155,2025-03-10,Centro,30.3,2.4,48.0,sequía leve
C-01156,2025-10-14,Sur,26.3,1.4,77.4,estable
C-01157,2025-03-22,Occidente,16.8,10.9,82.0,sequía leve
C-01158,2025-07-03,Centro,33.8,15.3,76.0,lluvia
C-01159,2025-08-09,Oriente,27.1,7.8,90.4,nublado
C-01160,2025-05-08,Occidente,31.5,2.7,52.6,nublado
C-01161,2025-06-22,Norte,17.6,11.2,90.5,sequía leve
C-01162,2025-11-09,Norte,34.3,39.1,89.2,nublado
C-01163,2025-05-28,Norte,27.5,13.1,50.8,sequía leve
C-01164,2025-04-25,Centro,17.7,11.9,82.4,soleado
C-01165,2025-10-24,Norte,20.3,0,85.8,tormenta
C-01166,2025-10-13,Oriente,29.0,6.5,70.0,nublado
C-01167,2025-10-11,Centro,21.2,9.5,59.1,estable
C-01168,2025-10-04,Oriente,20.3,0,65.9,tormenta
C-01169,2025-01-18,Norte,27.2,13.5,55.1,tormenta
C-01170,2025-10-03,Centro,22.4,0,83.2,nublado
C-01171,2025-09-19,Norte,21.3,4.6,95.5,tormenta
C-01172,2025-03-16,Occidente,33.6,0,67.6,sequía leve
C-01173,2025-11-10,Norte,31.9,25.4,93.2,nublado
C-01174,2025-11-27,Oriente,34.8,6.0,89.9,estable
C-01175,2025-08-13,Centro,29.9,0,70.5,tormenta
C-01176,2025-09-17,Sur,32.0,6.1,77.4,soleado
C-01177,2025-01-27,Sur,18.9,20.1,54.3,tormenta
C-01178,2025-10-08,Centro,17.8,0,88.9,lluvia
C-01179,2025-09-30,Norte,20.9,5.2,51.9,soleado
C-01180,2025-05-27,Occidente,29.6,22.9,70.0,estable
C-01181,2025-05-03,Occidente,16.7,0,53.7,lluvia
C-01182,2025-07-18,Sur,19.3,2.1,85.7,lluvia
C-01183,2025-11-18,Centro,32.7,14.9,48.9,estable
C-01184,2025-07-16,Sur,28.0,13.3,72.1,lluvia
C-01185,2025-07-31,Centro,32.6,4.1,60.0,nublado
C-01186,2025-11-24,Occidente,16.1,10.6,56.8,lluvia
C-01187,2025-11-29,Oriente,21.2,4.6,81.9,sequía leve
C-01188,2025-01-07,Sur,34.6,12.6,64.2,lluvia
C-01189,2025-10-27,Centro,32.3,12.7,72.4,sequía leve
C-01190,2025-01-04,Occidente,25.7,6.9,87.3,sequía leve
C-01191,2025-11-24,Sur,18.6,3.8,84.7,tormenta
C-01192,2025-01-23,Norte,21.9,0,66.0,lluvia
C-01193,2025-02-08,Centro,32.3,0,53.3,sequía leve
C-01194,2025-11-23,Oriente,17.4,0,91.2,tormenta
C-01195,2025-02-20,Norte,33.4,6.0,57.8,lluvia
C-01196,2025-06-07,Centro,21.3,16.0,51.6,lluvia
C-01197,2025-10-13,Oriente,23.6,17.5,74.2,nublado
C-01198,2025-06-21,Centro,27.6,3.2,79.8,soleado
C-01199,2025-11-06,Norte,20.9,11.8,55.4,lluvia
C-01200,2025-09-27,Centro,22.5,11.9,79.8,sequía leve
C-01201,2025-06-21,Norte,21.4,4.6,79.3,lluvia
C-01202,2025-01-31,Occidente,22.2,3.7,66.1,sequía leve
C-01203,2025-09-10,Oriente,25.3,16.4,47.6,lluvia
C-01204,2025-04-02,Sur,22.1,4.0,63.5,nublado
C-01205,2025-09-22,Oriente,33.6,13.0,87.9,soleado
C-01206,2025-06-30,Norte,20.2,3.6,59.9,sequía leve
C-01207,2025-12-30,Oriente,19.9,9.7,92.6,nublado
C-01208,2025-06-05,Occidente,33.0,2.6,91.8,tormenta
C-01209,2025-08-15,Oriente,34.2,5.5,72.0,nublado
C-01210,2025-06-11,Norte,24.7,10.6,64.5,estable
C-01211,2025-02-11,Centro,19.2,18.2,58.9,lluvia
C-01212,2025-03-10,Norte,26.2,0,66.9,estable
C-01213,2025-06-03,Oriente,34.5,14.8,92.5,nublado
C-01214,2025-11-16,Sur,22.6,0.2,68.8,sequía leve
C-01215,2025-10-13,Oriente,23.6,7.9,90.1,lluvia
C-01216,2025-11-04,Norte,31.3,11.9,90.8,tormenta
C-01217,2025-06-04,Occidente,26.1,7.2,72.9,lluvia
C-01218,2025-03-17,Centro,33.5,11.3,54.6,sequía leve
C-01219,2025-06-15,Sur,28.6,0,62.1,tormenta
C-01220,2025-03-29,Norte,31.9,2.0,70.5,tormenta
C-01221,2025-12-15,Oriente,30.4,0.0,58.4,lluvia
C-01222,2025-09-29,Norte,34.8,15.0,86.0,nublado
C-01223,2025-03-19,Sur,19.5,13.2,46.7,soleado
C-01224,2025-12-15,Oriente,16.2,5.8,84.5,sequía leve
C-01225,2025-08-26,Occidente,20.9,0,76.4,soleado
C-01226,2025-10-29,Occidente,23.5,4.0,80.4,soleado
C-01227,2025-06-27,Centro,26.7,7.7,60.6,estable
C-01228,2025-03-02,Occidente,33.0,3.4,73.3,nublado
C-01229,2025-05-18,Occidente,31.9,0,79.1,estable
C-01230,2025-09-18,Sur,32.9,0,60.4,nublado
C-01231,2025-04-16,Centro,31.2,9.4,45.2,soleado
C-01232,2025-06-28,Oriente,30.5,8.9,75.7,sequía leve
C-01233,2025-11-17,Oriente,21.6,18.6,88.0,soleado
C-01234,2025-06-01,Norte,17.0,0,61.5,lluvia
C-01235,2025-10-14,Centro,16.0,0,60.6,estable
C-01236,2025-02-04,Occidente,23.8,0,52.1,soleado
C-01237,2025-08-31,Norte,26.6,0,93.2,lluvia
C-01238,2025-10-28,Norte,17.9,46.3,75.8,estable
C-01239,2025-03-16,Norte,33.9,2.6,79.5,soleado
C-01240,2025-03-18,Oriente,32.4,16.2,63.4,lluvia
C-01241,2025-04-24,Oriente,26.1,0,55.4,tormenta
C-01242,2025-01-09,Occidente,20.2,3.2,67.8,soleado
C-01243,2025-05-18,Oriente,16.9,34.3,88.7,soleado
C-01244,2025-01-05,Centro,33.3,5.7,96.9,estable
C-01245,2025-07-23,Centro,29.6,1.0,50.3,nublado
C-01246,2025-10-24,Occidente,33.8,12.8,78.5,tormenta
C-01247,2025-09-11,Centro,18.8,8.3,65.5,estable
C-01248,2025-12-31,Centro,19.6,8.1,61.0,estable
C-01249,2025-05-04,Occidente,20.3,7.2,76.2,soleado
C-01250,2025-04-12,Sur,27.9,67.0,57.4,lluvia
C-01251,2025-04-03,Norte,30.6,5.1,73.3,soleado
C-01252,2025-08-17,Centro,30.9,0.4,54.0,nublado
C-01253,2025-07-05,Centro,20.4,0,93.1,sequía leve
C-01254,2025-08-23,Centro,31.2,0,56.6,estable
C-01255,2025-05-26,Oriente,16.1,4.7,93.6,nublado
C-01256,2025-10-08,Norte,26.9,16.8,46.1,tormenta
C-01257,2025-05-01,Occidente,16.8,4.6,55.7,soleado
C-01258,2025-04-21,Sur,18.6,1.3,62.0,lluvia
C-01259,2025-09-26,Centro,25.5,17.0,49.3,nublado
C-01260,2025-04-05,Occidente,30.2,3.9,81.8,estable
C-01261,2025-09-08,Centro,33.4,0,82.8,lluvia
C-01262,2025-12-07,Sur,33.0,0.9,48.0,lluvia
C-01263,2025-12-21,Norte,21.6,13.7,96.4,nublado
C-01264,2025-04-25,Occidente,21.2,0,96.0,lluvia
C-01265,2025-05-29,Sur,20.8,0,62.7,soleado
C-01266,2025-05-18,Sur,23.0,73.4,81.8,soleado
C-01267,2025-07-22,Oriente,34.6,0,53.8,estable
C-01268,2025-06-18,Norte,28.0,0,72.1,sequía leve
C-01269,2025-11-10,Norte,30.8,5.9,65.0,lluvia
C-01270,2025-05-13,Oriente,23.5,0,91.6,nublado
C-01271,2025-08-03,Occidente,20.2,18.9,85.5,tormenta
C-01272,2025-02-06,Occidente,25.9,0,82.7,tormenta
C-01273,2025-10-20,Oriente,25.9,0,50.0,soleado
C-01274,2025-07-28,Occidente,31.2,16.3,69.4,nublado
C-01275,2025-01-18,Norte,25.5,11.4,82.3,soleado
C-01276,2025-03-23,Norte,31.8,8.8,91.8,nublado
C-01277,2025-10-16,Sur,22.8,2.2,68.7,estable
C-01278,2025-02-26,Sur,22.5,24.9,51.2,tormenta
C-01279,2025-05-24,Centro,34.6,13.2,76.9,sequía leve
C-01280,2025-04-30,Oriente,16.2,0,78.9,estable
C-01281,2025-07-10,Norte,29.0,0,55.6,estable
C-01282,2025-06-30,Occidente,16.1,1.4,77.9,lluvia
C-01283,2025-07-03,Norte,33.9,42.8,92.9,nublado
C-01284,2025-12-31,Occidente,30.5,5.6,73.5,estable
C-01285,2025-05-24,Centro,17.3,0,53.7,sequía leve
C-01286,2025-09-24,Oriente,25.3,19.2,91.6,sequía leve
C-01287,2025-01-27,Centro,16.4,9.4,88.9,estable
C-01288,2025-12-30,Oriente,19.8,4.8,79.4,sequía leve
