id_registro,fecha,finca,codigo_animal,turno,litros,temperatura_c,observacion,tecnico
L-04553,2025-09-14,Buenos Aires,LA-1406,manana,11.94,27.6,sin novedad,Carlos
L-04554,2025-01-22,Los Guaduales,EL-2329,manana,8.18,18.8,dato estimado,Paola
L-04555,2025-06-18,Buenos Aires,BU-0610,tarde,12.41,23.7,dato estimado,Paola
L-04556,2025-11-10,Buenos Aires,SA-2160,tarde,10.68,24.3,revisar vacuna,Carlos
L-04557,2025-12-24,La Pradera,SA-1769,tarde,12.64,21.3,dato estimado,Marta
L-04558,2025-08-31,La Esperanza,SA-0393,tarde,15.69,25.9,lluvia fuerte,Jorge
L-04559,2025-05-01,Los Guaduales,EL-0897,tarde,14.98,17.7,dato estimado,Carlos
L-04560,2025-01-10,La Esperanza,EL-1397,tarde,8.57,28.6,lluvia fuerte,Marta
L-04561,2025-01-20,Buenos Aires,SA-0865,tarde,16.46,17.8,animal en control,Jorge
L-04562,2025-05-12,San Miguel,BU-2319,tarde,15.23,31.5,lluvia fuerte,Luis
L-04563,2025-03-05,Los Guaduales,EL-1671,manana,9.13,29.6,baja alimentacion,Carlos
L-04564,2025-09-26,San Miguel,SA-2459,tarde,10.39,24.8,dato estimado,Jorge
L-04565,2025-11-29,La Pradera,LA-1165,manana,4.64,23.3,animal en control,Paola
L-04566,2025-12-16,Buenos Aires,SA-0195,tarde,11.53,33.5,normal,Ana
L-04567,2025-05-22,San Miguel,EL-2033,tarde,12.07,28.5,baja alimentacion,Carlos
L-04568,2025-01-14,Santa Lucia,LA-0622,tarde,17.75,33.0,lluvia fuerte,Marta
L-04569,2025-10-03,El Progreso,LA-1481,tarde,10.26,18.7,normal,Carlos
L-04570,2025-01-29,La Pradera,EL-2220,manana,10.73,17.1,normal,Luis
L-04571,2025-03-23,Los Guaduales,LA-2116,manana,16.15,19.3,lluvia fuerte,Jorge
L-04572,2025-06-08,Santa Lucia,LA-1206,tarde,11.9,23.6,baja alimentacion,Marta
L-04573,2025-04-11,Santa Lucia,EL-1470,manana,17.93,17.8,animal en control,Paola
L-04574,2025-05-26,Buenos Aires,BU-1854,tarde,10.16,27.7,revisar vacuna,Carlos
L-04575,2025-06-15,La Esperanza,SA-0886,manana,10.38,23.0,lluvia fuerte,Jorge
L-04576,2025-06-28,La Pradera,BU-1020,tarde,14.51,20.1,revisar vacuna,Ana
L-04577,2025-06-30,El Roble,BU-0382,manana,10.49,30.3,lluvia fuerte,Paola
L-04578,2025-06-13,El Roble,EL-1858,tarde,12.36,22.3,animal en control,Marta
L-04579,2025-12-03,La Esperanza,LA-0718,tarde,14.71,22.0,lluvia fuerte,Jorge
L-04580,2025-04-14,El Progreso,LA-2186,tarde,11.05,32.7,sin novedad,Luis
L-04581,2025-05-24,La Pradera,EL-0962,manana,5.9,24.3,animal en control,Luis
L-04582,2025-11-25,Santa Lucia,LA-1251,manana,15.83,17.7,lluvia fuerte,Carlos
L-04583,2025-11-11,Buenos Aires,LA-1288,tarde,12.48,31.1,revisar vacuna,Marta
L-04584,2025-06-17,San Miguel,LO-1260,manana,6.19,25.9,lluvia fuerte,Carlos
L-04585,2025-09-09,La Esperanza,BU-1778,tarde,11.05,21.0,sin novedad,Paola
L-04586,2025-09-19,Santa Lucia,BU-1873,manana,10.46,32.0,revisar vacuna,Paola
L-04587,2025-05-12,San Miguel,EL-0699,manana,5.29,19.9,revisar vacuna,Marta
L-04588,2025-10-22,Santa Lucia,LA-0710,tarde,11.81,32.1,animal en control,Marta
L-04589,2025-11-09,Buenos Aires,LO-0088,tarde,10.64,24.0,lluvia fuerte,Carlos
L-04590,2025-08-26,La Pradera,SA-1929,tarde,5.09,25.8,lluvia fuerte,Marta
L-04591,2025-07-15,La Pradera,EL-0184,tarde,9.88,20.8,normal,Marta
L-04592,2025-11-12,El Progreso,LO-0100,manana,14.4,32.1,sin novedad,Marta
L-04593,2025-12-12,El Roble,EL-0938,manana,9.97,25.4,lluvia fuerte,Jorge
L-04594,2025-06-01,San Miguel,LA-2346,manana,10.38,19.7,sin novedad,Marta
L-04595,2025-10-09,La Pradera,LA-2043,manana,9.24,27.1,animal en control,Jorge
L-04596,2025-03-25,La Pradera,BU-1202,manana,8.87,30.3,dato estimado,Jorge
L-04597,2025-06-13,El Roble,LA-2490,manana,17.26,24.9,baja alimentacion,Carlos
L-04598,2025-07-19,Los Guaduales,EL-1313,tarde,7.4,21.1,revisar vacuna,Luis
L-04599,2025-04-03,La Pradera,LA-0206,tarde,12.02,26.3,dato estimado,Carlos
L-04600,2025-11-13,Los Guaduales,EL-0867,tarde,11.97,20.8,baja alimentacion,Jorge
L-04601,2025-02-20,Los Guaduales,SA-0236,tarde,7.42,27.4,animal en control,Ana
L-04602,2025-11-04,Santa Lucia,EL-0956,manana,7.9,25.1,revisar vacuna,Jorge
L-04603,2025-12-18,El Roble,LA-0497,manana,6.31,17.2,sin novedad,Jorge
L-04604,2025-03-17,La Pradera,LA-1662,tarde,9.48,18.8,sin novedad,Jorge
L-04605,2025-09-08,La Pradera,LA-0616,manana,7.27,20.3,dato estimado,Marta
L-04606,2025-05-05,La Esperanza,SA-1701,manana,14.47,24.8,sin novedad,Paola
L-04607,2025-08-29,Santa Lucia,SA-2008,manana,13.26,31.1,dato estimado,Marta
L-04608,2025-08-17,San Miguel,LO-0030,manana,13.41,28.5,sin novedad,Marta
L-04609,2025-07-23,Santa Lucia,LA-0142,tarde,14.05,32.4,sin novedad,Paola
L-04610,2025-11-28,El Progreso,SA-2294,manana,10.46,27.8,baja alimentacion,Marta
L-04611,2025-02-22,La Pradera,LA-2306,manana,15.39,18.3,dato estimado,Paola
L-04612,2025-02-08,La Pradera,BU-0588,tarde,8.8,33.5,lluvia fuerte,Carlos
L-04613,2025-08-02,Buenos Aires,BU-1594,tarde,9.04,20.1,sin novedad,Ana
L-04614,2025-12-22,El Roble,EL-0391,tarde,10.07,33.4,dato estimado,Carlos
L-04615,2025-05-09,Buenos Aires,LO-1193,manana,13.29,25.4,lluvia fuerte,Carlos
L-04616,2025-10-31,Santa Lucia,SA-1629,tarde,10.08,21.0,animal en control,Ana
L-04617,2025-03-27,El Roble,SA-1859,tarde,9.65,17.1,baja alimentacion,Luis
L-04618,2025-11-20,La Pradera,LA-0533,manana,4.67,23.6,revisar vacuna,Carlos
L-04619,2025-03-04,Buenos Aires,BU-2401,tarde,11.17,22.2,revisar vacuna,Paola
L-04620,2025-08-03,El Roble,EL-2060,tarde,11.27,18.0,baja alimentacion,Jorge
L-04621,2025-09-26,Buenos Aires,SA-0456,tarde,14.73,27.6,baja alimentacion,Paola
L-04622,2025-10-20,San Miguel,BU-2084,tarde,9.66,20.4,animal en control,Jorge
L-04623,2025-09-26,Los Guaduales,SA-0374,manana,2.98,29.0,animal en control,Carlos
L-04624,2025-12-29,El Progreso,LA-2087,tarde,5.63,17.1,animal en control,Paola
L-04625,2025-04-01,El Roble,LA-0159,manana,12.78,20.1,baja alimentacion,Carlos
L-04626,2025-05-20,La Esperanza,SA-1769,manana,11.17,31.8,lluvia fuerte,Luis
L-04627,2025-05-08,La Esperanza,EL-0859,manana,7.46,31.0,baja alimentacion,Carlos
L-04628,2025-04-16,Buenos Aires,SA-0800,tarde,14.38,30.3,lluvia fuerte,Ana
L-04629,2025-03-26,Los Guaduales,LO-1164,manana,13.17,23.1,animal en control,Carlos
L-04630,2025-01-26,La Pradera,LO-2056,manana,10.99,20.2,animal en control,Carlos
L-04631,2025-11-14,El Progreso,LA-2308,manana,12.7,32.4,lluvia fuerte,Carlos
L-04632,2025-01-29,La Esperanza,SA-2032,manana,8.13,17.3,dato estimado,Paola
L-04633,2025-05-21,Buenos Aires,BU-0788,tarde,12.01,23.9,baja alimentacion,Marta
L-04634,2025-03-31,Santa Lucia,LO-1036,tarde,6.99,31.6,animal en control,Carlos
L-04635,2025-01-25,San Miguel,SA-1701,tarde,5.57,31.2,lluvia fuerte,Carlos
L-04636,2025-05-07,El Progreso,LA-0649,tarde,11.99,23.1,baja alimentacion,Luis
L-04637,2025-07-21,Santa Lucia,EL-1927,manana,14.04,31.2,dato estimado,Jorge
L-04638,2025-06-23,Santa Lucia,BU-2271,manana,12.38,18.5,dato estimado,Marta
L-04639,2025-06-04,Santa Lucia,LO-2323,manana,6.35,18.3,lluvia fuerte,Luis
L-04640,2025-10-04,La Pradera,SA-0587,tarde,6.62,26.0,revisar vacuna,Jorge
L-04641,2025-07-11,Santa Lucia,BU-0884,manana,13.16,27.9,sin novedad,Marta
L-04642,2025-09-28,La Esperanza,LA-1878,tarde,10.87,17.3,revisar vacuna,Carlos
L-04643,2025-06-20,La Esperanza,SA-0612,tarde,17.12,22.7,lluvia fuerte,Paola
L-04644,2025-03-13,El Roble,LO-0773,manana,7.5,23.4,lluvia fuerte,Luis
L-04645,2025-04-23,Buenos Aires,EL-0741,tarde,10.2,23.1,normal,Carlos
L-04646,2025-04-29,La Esperanza,LA-2240,manana,8.31,18.1,baja alimentacion,Carlos
L-04647,2025-11-22,Santa Lucia,EL-0296,tarde,14.75,25.3,animal en control,Ana
L-04648,2025-01-12,La Esperanza,EL-0317,tarde,16.47,20.5,animal en control,Ana
L-04649,2025-11-06,Buenos Aires,SA-2110,manana,7.28,29.3,baja alimentacion,Paola
L-04650,2025-07-15,El Progreso,LO-0773,manana,10.29,20.6,lluvia fuerte,Paola
L-04651,2025-05-18,Los Guaduales,EL-2376,tarde,12.98,25.5,lluvia fuerte,Luis
L-04652,2025-03-25,La Pradera,SA-1399,tarde,17.19,20.2,normal,Ana
L-04653,2025-01-11,Santa Lucia,EL-1335,manana,10.4,27.6,sin novedad,Ana
L-04654,2025-09-04,El Roble,SA-2330,manana,13.57,24.4,normal,Marta
L-04655,2025-07-11,Santa Lucia,SA-0590,manana,11.61,32.7,revisar vacuna,Ana
L-04656,2025-11-25,La Pradera,BU-2361,tarde,10.3,26.0,revisar vacuna,Marta
L-04657,2025-05-23,San Miguel,SA-0083,manana,8.76,31.7,sin novedad,Paola
L-04658,2025-07-07,San Miguel,SA-1794,tarde,12.17,25.1,revisar vacuna,Carlos
L-04659,2025-02-02,Buenos Aires,EL-1981,manana,13.59,21.4,sin novedad,Paola
L-04660,2025-09-29,San Miguel,LA-0016,tarde,6.7,25.4,sin novedad,Jorge
L-04661,2025-05-10,La Esperanza,LA-1328,manana,6.57,18.1,revisar vacuna,Luis
L-04662,2025-05-04,El Progreso,EL-0017,manana,4.6,30.2,revisar vacuna,Carlos
L-04663,2025-04-15,La Esperanza,EL-2252,manana,15.91,29.1,lluvia fuerte,Marta
L-04664,2025-05-11,La Esperanza,SA-2463,tarde,14.09,31.1,dato estimado,Carlos
L-04665,2025-04-15,El Progreso,EL-0089,manana,11.5,30.2,animal en control,Jorge
L-04666,2025-09-09,San Miguel,LO-1486,manana,10.52,26.5,dato estimado,Ana
L-04667,2025-03-28,La Esperanza,EL-1357,tarde,9.28,30.4,revisar vacuna,Marta
L-04668,2025-10-13,Buenos Aires,SA-1665,manana,11.46,24.1,revisar vacuna,Carlos
L-04669,2025-01-01,Santa Lucia,SA-0005,manana,12.55,18.9,sin novedad,Jorge
L-04670,2025-06-16,Santa Lucia,BU-2127,manana,14.6,33.7,revisar vacuna,Jorge
L-04671,2025-06-27,San Miguel,LA-1033,manana,4.89,21.9,revisar vacuna,Marta
L-04672,2025-03-16,La Pradera,LA-1360,tarde,7.61,33.5,revisar vacuna,Luis
L-04673,2025-07-19,El Progreso,LO-0784,tarde,12.44,21.2,baja alimentacion,Luis
L-04674,2025-03-06,La Pradera,LA-0522,manana,11.55,34.0,lluvia fuerte,Luis
L-04675,2025-10-26,El Progreso,BU-2280,manana,9.53,18.4,normal,Jorge
L-04676,2025-09-15,Los Guaduales,LA-1281,tarde,11.55,22.1,revisar vacuna,Paola
L-04677,2025-08-14,El Progreso,BU-0906,manana,52,19.6,sin novedad,Paola
L-04678,2025-11-02,La Pradera,SA-1372,manana,12.73,23.3,revisar vacuna,Luis
L-04679,2025-04-03,Santa Lucia,SA-1929,manana,14.29,28.8,normal,Carlos
L-04680,2025-10-04,El Progreso,LA-1026,tarde,9.38,23.8,sin novedad,Ana
L-04681,2025-07-21,El Progreso,LA-1556,tarde,12.48,21.3,sin novedad,Carlos
L-04682,2025-05-16,La Pradera,SA-1517,manana,12.96,32.5,lluvia fuerte,Ana
L-04683,2025-06-25,El Progreso,EL-0504,tarde,14.38,18.2,dato estimado,Luis
L-04684,2025-09-14,Buenos Aires,LA-2297,tarde,10.77,17.8,normal,Ana
L-04685,2025-04-18,El Roble,SA-2177,manana,5.45,24.7,dato estimado,Ana
L-04686,2025-02-01,San Miguel,LO-0303,manana,9.02,32.9,normal,Luis
L-04687,2025-07-31,Santa Lucia,EL-1034,tarde,17.53,30.8,lluvia fuerte,Jorge
L-04688,2025-10-09,El Progreso,LO-1572,manana,14.48,25.0,lluvia fuerte,Paola
L-04689,2025-06-30,La Esperanza,LA-2389,tarde,11.1,17.1,baja alimentacion,Ana
L-04690,2025-01-03,San Miguel,LA-1923,tarde,13.36,23.5,dato estimado,Carlos
L-04691,2025-01-22,La Esperanza,LO-1779,tarde,12.71,33.0,sin novedad,Ana
L-04692,2025-12-31,El Progreso,BU-1886,tarde,13.1,25.8,animal en control,Jorge
L-04693,2025-03-10,Los Guaduales,LA-1427,manana,17.48,20.7,revisar vacuna,Marta
L-04694,2025-09-21,Buenos Aires,LA-0767,manana,9.98,33.3,revisar vacuna,Carlos
L-04695,2025-01-28,La Esperanza,SA-0014,manana,6.08,17.5,baja alimentacion,Luis
L-04696,2025-11-07,La Pradera,BU-2445,tarde,9.14,22.6,normal,Carlos
L-04697,2025-09-20,Santa Lucia,BU-2150,manana,14.07,21.2,baja alimentacion,Paola
L-04698,2025-02-26,El Progreso,SA-0507,manana,9.16,19.2,lluvia fuerte,Carlos
L-04699,2025-12-11,Santa Lucia,BU-0383,manana,15.2,28.1,lluvia fuerte,Carlos
L-04700,2025-09-26,San Miguel,BU-1933,manana,7.78,18.2,revisar vacuna,Luis
L-04701,2025-12-06,La Esperanza,SA-0423,tarde,11.03,18.4,dato estimado,Carlos
L-04702,2025-03-03,San Miguel,LO-1689,manana,15.69,26.0,dato estimado,Luis
L-04703,2025-01-02,Buenos Aires,LO-1851,manana,12.87,29.7,baja alimentacion,Luis
L-04704,2025-02-17,La Pradera,SA-0872,tarde,12.36,20.3,normal,Luis
L-04705,2025-08-03,Buenos Aires,LO-2362,tarde,14.23,18.9,revisar vacuna,Paola
L-04706,2025-02-24,San Miguel,LA-0016,manana,10.38,24.4,dato estimado,Paola
L-04707,2025-08-23,El Roble,SA-1446,tarde,14.19,24.5,revisar vacuna,Marta
L-04708,2025-08-20,La Esperanza,SA-1774,tarde,9.2,24.9,dato estimado,Ana
L-04709,2025-06-01,El Roble,LO-1463,tarde,14.61,22.9,lluvia fuerte,Luis
L-04710,2025-03-18,La Pradera,LO-0127,tarde,10.1,25.2,animal en control,Carlos
L-04711,2025-07-27,La Esperanza,LA-0044,tarde,13.44,23.3,lluvia fuerte,Jorge
L-04712,2025-07-19,El Progreso,SA-0384,manana,10.53,21.0,dato estimado,Luis
L-04713,2025-04-28,La Pradera,EL-1344,tarde,20.0,26.2,sin novedad,Marta
L-04714,2025-07-09,La Esperanza,LO-1526,manana,15.11,22.5,animal en control,Carlos
L-04715,2025-08-27,Los Guaduales,BU-0472,manana,7.46,24.9,normal,Jorge
L-04716,2025-04-09,El Roble,LA-1328,manana,12.83,24.6,normal,Paola
L-04717,2025-08-08,Buenos Aires,LO-2044,manana,11.48,23.8,sin novedad,Marta
L-04718,2025-12-31,La Pradera,LA-0222,tarde,10.95,24.9,sin novedad,Marta
L-04719,2025-04-15,El Roble,BU-1707,manana,12.46,30.6,baja alimentacion,Paola
L-04720,2025-12-19,El Progreso,SA-1514,tarde,14.67,26.5,lluvia fuerte,Ana
L-04721,2025-03-21,Buenos Aires,BU-2462,manana,8.88,19.8,lluvia fuerte,Ana
L-04722,2025-07-07,Los Guaduales,SA-1917,tarde,8.41,31.9,dato estimado,Marta
L-04723,2025-07-15,San Miguel,LA-0048,manana,9.99,28.3,sin novedad,Luis
L-04724,2025-11-16,El Roble,EL-0430,manana,12.11,33.9,revisar vacuna,Carlos
L-04725,2025-06-08,El Roble,EL-0274,tarde,20.29,17.3,dato estimado,Luis
L-04726,2025-07-28,El Progreso,EL-0072,tarde,13.23,25.2,dato estimado,Luis
L-04727,2025-10-16,La Esperanza,SA-2458,manana,7.76,30.9,normal,Carlos
L-04728,2025-03-10,Buenos Aires,EL-1795,tarde,8.22,22.2,sin novedad,Luis
L-04729,2025-02-06,Buenos Aires,SA-1385,tarde,15.8,21.7,sin novedad,Jorge
L-04730,2025-05-16,Santa Lucia,EL-2018,manana,6.39,30.5,revisar vacuna,Marta
L-04731,2025-05-06,El Roble,EL-0494,manana,9.18,21.1,animal en control,Jorge
L-04732,2025-04-07,Buenos Aires,BU-0843,tarde,17.23,32.6,sin novedad,Carlos
L-04733,2025-03-09,El Roble,SA-1027,tarde,6.71,19.9,baja alimentacion,Jorge
L-04734,2025-05-21,Buenos Aires,EL-1861,manana,7.2,31.4,animal en control,Ana
L-04735,2025-09-19,Buenos Aires,EL-0584,manana,6.05,31.9,dato estimado,Luis
L-04736,2025-05-27,La Esperanza,LA-2093,manana,8.24,27.3,animal en control,Ana
L-04737,2025-03-29,El Roble,LO-1435,tarde,13.89,21.5,normal,Jorge
L-04738,2025-02-10,El Progreso,LA-1198,tarde,11.08,29.4,animal en control,Marta
L-04739,2025-08-30,Buenos Aires,BU-0931,manana,12.9,29.8,sin novedad,Luis
L-04740,2025-02-10,Buenos Aires,SA-0678,tarde,10.83,32.6,lluvia fuerte,Marta
L-04741,2025-04-26,Los Guaduales,EL-1500,tarde,10.89,28.0,sin novedad,Jorge
L-04742,2025-06-17,Los Guaduales,BU-0217,tarde,15.66,22.3,baja alimentacion,Jorge
L-04743,2025-06-03,Buenos Aires,LA-0046,tarde,13.81,29.6,animal en control,Ana
L-04744,2025-12-31,El Progreso,LA-1230,tarde,15.29,20.0,normal,Jorge
L-04745,2025-10-21,Santa Lucia,LA-1849,tarde,9.49,21.6,baja alimentacion,Jorge
L-04746,2025-12-11,Santa Lucia,LA-1993,tarde,9.74,32.7,revisar vacuna,Paola
L-04747,2025-04-18,La Pradera,SA-0374,tarde,17.85,18.0,normal,Jorge
L-04748,2025-05-23,San Miguel,SA-1679,tarde,12.4,18.8,animal en control,Jorge
L-04749,2025-06-11,Buenos Aires,BU-0930,manana,15.11,23.5,sin novedad,Carlos
L-04750,2025-12-15,Los Guaduales,LA-2460,manana,8.69,20.9,sin novedad,Marta
L-04751,2025-06-13,La Esperanza,SA-0373,tarde,5.93,19.5,dato estimado,Luis
L-04752,2025-06-22,Los Guaduales,BU-0588,manana,8.99,33.8,sin novedad,Paola
L-04753,2025-11-07,La Esperanza,EL-0179,manana,8.85,28.7,animal en control,Ana
L-04754,2025-09-02,Santa Lucia,EL-1468,tarde,8.26,33.4,lluvia fuerte,Marta
L-04755,2025-11-28,Santa Lucia,SA-1970,manana,14.49,18.7,dato estimado,Luis
L-04756,2025-12-10,La Pradera,BU-1627,manana,14.77,19.1,normal,Jorge
L-04757,2025-09-15,La Pradera,LA-2346,manana,7.99,17.8,animal en control,Jorge
L-04758,2025-06-15,La Esperanza,SA-1745,tarde,12.69,27.7,normal,Jorge
L-04759,2025-10-01,Los Guaduales,BU-0906,manana,8.9,20.6,revisar vacuna,Ana
L-04760,2025-12-29,Santa Lucia,EL-0741,manana,11.42,28.9,animal en control,Marta
L-04761,2025-01-12,San Miguel,EL-1995,manana,16.3,18.6,sin novedad,Carlos
L-04762,2025-10-16,El Progreso,EL-0841,manana,10.94,29.2,dato estimado,Jorge
L-04763,2025-02-13,Buenos Aires,EL-0464,manana,11.5,24.2,baja alimentacion,Paola
L-04764,2025-10-27,La Pradera,LA-1259,manana,12.05,28.6,normal,Paola
L-04765,2025-12-31,Los Guaduales,EL-0706,manana,6.12,21.0,normal,Carlos
L-04766,2025-03-30,San Miguel,SA-2430,manana,6.08,18.3,sin novedad,Carlos
L-04767,2025-06-21,El Roble,LA-2421,manana,7.81,19.4,sin novedad,Carlos
L-04768,2025-01-29,El Roble,BU-2214,tarde,12.88,20.5,baja alimentacion,Carlos
L-04769,2025-05-08,La Pradera,EL-2500,tarde,16.25,18.7,dato estimado,Marta
L-04770,2025-11-11,San Miguel,LA-1938,manana,7.16,30.9,dato estimado,Carlos
L-04771,2025-02-23,Los Guaduales,BU-0424,tarde,,33.4,baja alimentacion,Marta
L-04772,2025-12-06,La Esperanza,LO-2300,manana,5.9,31.2,animal en control,Paola
L-04773,2025-10-09,Santa Lucia,LA-2103,tarde,11.68,17.9,baja alimentacion,Jorge
L-04774,2025-10-12,El Progreso,LO-0313,tarde,10.92,22.0,normal,Jorge
L-04775,2025-08-09,La Pradera,SA-1898,tarde,9.78,28.1,baja alimentacion,Paola
L-04776,2025-12-26,El Progreso,EL-0306,tarde,10.12,23.4,normal,Jorge
L-04777,2025-04-08,Buenos Aires,BU-1028,tarde,8.23,27.7,revisar vacuna,Ana
L-04778,2025-05-01,El Progreso,EL-1573,tarde,9.14,29.7,animal en control,Marta
L-04779,2025-02-14,Buenos Aires,EL-1671,manana,8.61,31.2,animal en control,Ana
L-04780,2025-12-18,San Miguel,EL-1248,tarde,11.5,31.7,normal,Carlos
L-04781,2025-12-19,Los Guaduales,EL-0306,manana,12.84,18.0,animal en control,Ana
L-04782,2025-02-28,El Roble,LA-1073,manana,7.73,32.0,animal en control,Marta
L-04783,2025-10-05,La Pradera,EL-1359,manana,7.73,19.9,baja alimentacion,Paola
L-04784,2025-01-30,El Progreso,LA-0336,manana,7.29,24.7,animal en control,Jorge
L-04785,2025-08-14,El Roble,SA-2032,manana,13.51,21.5,sin novedad,Ana
L-04786,2025-11-08,Santa Lucia,EL-0218,tarde,14.73,33.2,dato estimado,Carlos
L-04787,2025-04-29,La Pradera,SA-0965,manana,14.34,26.1,revisar vacuna,Marta
L-04788,2025-03-30,Santa Lucia,LA-2089,tarde,21.72,33.7,baja alimentacion,Ana
L-04789,2025-11-20,La Pradera,SA-0408,manana,5.33,33.2,revisar vacuna,Paola
L-04790,2025-06-11,San Miguel,SA-0589,tarde,14.75,20.5,baja alimentacion,Carlos
L-04791,2025-05-30,El Progreso,LO-0837,tarde,21.05,24.3,revisar vacuna,Ana
L-04792,2025-10-17,Santa Lucia,EL-2340,manana,12.29,27.7,lluvia fuerte,Luis
L-04793,2025-05-20,Los Guaduales,SA-2334,tarde,12.11,26.8,animal en control,Paola
L-04794,2025-02-18,La Esperanza,SA-0083,manana,14.77,24.4,sin novedad,Jorge
L-04795,2025-08-09,Buenos Aires,LO-1260,manana,7.15,24.9,normal,Luis
L-04796,2025-03-06,Santa Lucia,LO-0447,manana,13.04,30.5,dato estimado,Ana
L-04797,2025-04-27,Buenos Aires,EL-0164,manana,12.29,27.9,sin novedad,Marta
L-04798,2025-04-21,El Progreso,LA-2071,tarde,11.63,29.4,normal,Paola
L-04799,2025-07-19,La Esperanza,EL-0891,manana,12.78,24.0,normal,Paola
L-04800,2025-04-09,Buenos Aires,LO-1356,manana,19.1,26.4,revisar vacuna,Luis
L-04801,2025-07-04,La Esperanza,EL-2155,tarde,11.38,29.3,revisar vacuna,Luis
L-04802,2025-10-23,El Progreso,EL-0835,tarde,6.74,27.9,lluvia fuerte,Carlos
L-04803,2025-01-29,San Miguel,LA-0627,manana,15.1,19.0,dato estimado,Marta
L-04804,2025-01-09,El Progreso,EL-1249,tarde,4.49,21.5,baja alimentacion,Luis
L-04805,2025-10-27,El Roble,BU-0658,tarde,15.67,20.6,sin novedad,Carlos
L-04806,2025-01-30,El Progreso,EL-1208,manana,9.21,17.2,sin novedad,Carlos
L-04807,2025-03-09,La Pradera,LO-0288,manana,8.95,33.9,sin novedad,Paola
L-04808,2025-08-04,El Progreso,LA-0050,tarde,14.94,23.8,revisar vacuna,Luis
L-04809,2025-06-16,La Pradera,EL-0694,manana,13.85,34.0,lluvia fuerte,Luis
L-04810,2025-08-21,La Pradera,EL-1168,tarde,12.59,19.3,baja alimentacion,Paola
L-04811,2025-01-14,Buenos Aires,EL-1091,tarde,12.11,21.6,dato estimado,Marta
L-04812,2025-08-23,Buenos Aires,BU-0902,manana,9.21,25.6,sin novedad,Ana
L-04813,2025-12-04,Buenos Aires,SA-0628,manana,9.64,26.8,lluvia fuerte,Marta
L-04814,2025-05-05,Los Guaduales,EL-0812,tarde,15.4,21.1,sin novedad,Carlos
L-04815,2025-06-24,El Progreso,LA-2402,tarde,7.9,28.0,normal,Ana
L-04816,2025-07-21,San Miguel,BU-1991,manana,10.38,33.4,sin novedad,Jorge
L-04817,2025-12-09,Buenos Aires,BU-1016,manana,9.94,30.8,dato estimado,Paola
L-04818,2025-04-14,El Roble,EL-1599,tarde,19.57,32.2,sin novedad,Jorge
L-04819,2025-06-04,La Esperanza,SA-1773,tarde,9.28,29.3,revisar vacuna,Marta
L-04820,2025-08-09,Los Guaduales,EL-0897,manana,12.17,25.2,revisar vacuna,Luis
L-04821,2025-07-20,San Miguel,SA-0282,manana,13.45,24.1,normal,Luis
L-04822,2025-02-18,El Progreso,EL-1269,tarde,12.66,17.6,normal,Jorge
L-04823,2025-02-26,Buenos Aires,LA-1845,manana,6.7,29.1,sin novedad,Carlos
L-04824,2025-09-15,La Esperanza,BU-0902,tarde,11.84,23.3,sin novedad,Jorge
L-04825,2025-05-16,Buenos Aires,SA-1399,tarde,11.39,21.1,normal,Paola
L-04826,2025-09-11,El Progreso,EL-1698,manana,8.63,27.9,sin novedad,Paola
L-04827,2025-06-23,La Esperanza,EL-2470,manana,11.13,23.5,dato estimado,Marta
L-04828,2025-04-27,La Esperanza,BU-1941,tarde,13.08,20.2,dato estimado,Paola
L-04829,2025-04-09,Buenos Aires,SA-1672,tarde,12.38,18.5,sin novedad,Marta
L-04830,2025-06-21,El Roble,SA-0830,manana,7.21,28.2,lluvia fuerte,Luis
L-04831,2025-02-22,Santa Lucia,SA-0563,manana,16.75,29.1,animal en control,Luis
L-04832,2025-03-07,Buenos Aires,EL-1485,tarde,11.45,26.8,sin novedad,Luis
L-04833,2025-12-05,Los Guaduales,EL-1178,tarde,12.02,32.6,sin novedad,Paola
L-04834,2025-12-01,La Esperanza,SA-2253,tarde,12.18,21.8,lluvia fuerte,Luis
L-04835,2025-06-23,San Miguel,SA-0886,manana,3.34,31.1,lluvia fuerte,Luis
L-04836,2025-09-20,El Roble,LA-2026,manana,7.35,27.9,revisar vacuna,Carlos
L-04837,2025-05-05,La Esperanza,LA-0710,tarde,14.47,33.4,animal en control,Paola
L-04838,2025-03-11,Buenos Aires,EL-0939,manana,9.67,32.1,lluvia fuerte,Marta
L-04839,2025-10-29,San Miguel,LA-0135,manana,17.44,21.3,baja alimentacion,Ana
L-04840,2025-03-02,Buenos Aires,SA-1656,tarde,13.16,18.8,revisar vacuna,Marta
L-04841,2025-02-27,Santa Lucia,SA-0969,tarde,10.77,26.5,dato estimado,Luis
L-04842,2025-09-10,La Pradera,SA-1755,tarde,7.37,28.1,baja alimentacion,Carlos
L-04843,2025-02-28,Santa Lucia,SA-1389,tarde,13.24,33.7,sin novedad,Carlos
L-04844,2025-02-10,Santa Lucia,SA-1920,tarde,6.87,27.0,normal,Ana
L-04845,2025-02-14,Buenos Aires,EL-0301,manana,13.53,33.3,lluvia fuerte,Marta
L-04846,2025-03-09,Santa Lucia,EL-1455,tarde,11.12,26.6,sin novedad,Paola
L-04847,2025-04-01,La Pradera,LO-1614,manana,10.31,32.8,baja alimentacion,Luis
