id_cosecha,fecha,finca,lote,kilos_cosechados,humedad_grano_pct,estado_cultivo,lluvia_ultimos_7_dias_mm
M-03808,2025-02-08,Buenos Aires,Lote-12,163.21,27.7,seco,26.6
M-03809,2025-07-05,Los Guaduales,Lote-14,121.7,29.6,seco,34.8
M-03810,2025-01-18,El Roble,Lote-01,217.77,21.0,humedo,91.4
M-03811,2025-04-16,La Esperanza,Lote-05,247.86,14.1,optimo,8.8
M-03812,2025-04-21,El Roble,Lote-23,163.3,10.4,seco,70.7
M-03813,2025-09-07,Los Guaduales,Lote-21,227.76,20.8,optimo,8.9
M-03814,2025-10-03,El Roble,Lote-17,249.96,10.6,seco,90.6
M-03815,2025-12-21,La Esperanza,Lote-25,106.27,17.4,optimo,30.4
M-03816,2025-04-20,La Pradera,Lote-17,177.68,21.5,plaga_observada,9.0
M-03817,2025-04-15,El Progreso,Lote-22,170.16,21.1,seco,61.3
M-03818,2025-01-06,El Roble,Lote-16,88.42,14.9,humedo,54.5
M-03819,2025-11-12,La Pradera,Lote-09,206.66,17.1,listo_para_cosecha,2.6
M-03820,2025-03-29,Los Guaduales,Lote-17,143.34,15.4,humedo,60.2
M-03821,2025-06-17,El Roble,Lote-05,248.0,10.8,optimo,47.9
M-03822,2025-06-10,Los Guaduales,Lote-17,143.3,26.8,listo_para_cosecha,79.0
M-03823,2025-03-07,Los Guaduales,Lote-20,235.85,10.4,listo_para_cosecha,21.2
M-03824,2025-01-09,San Miguel,Lote-17,103.0,31.7,seco,68.0
M-03825,2025-07-28,La Esperanza,Lote-02,160.53,18.0,plaga_observada,83.4
M-03826,2025-02-28,Los Guaduales,Lote-07,210.15,16.4,seco,91.1
M-03827,2025-02-10,Buenos Aires,Lote-20,134.61,29.1,listo_para_cosecha,42.8
M-03828,2025-04-12,Buenos Aires,Lote-20,181.73,31.0,optimo,36.4
M-03829,2025-03-25,San Miguel,Lote-06,251.83,13.1,humedo,50.8
M-03830,2025-06-05,El Progreso,Lote-09,102.31,12.8,plaga_observada,58.9
M-03831,2025-03-03,El Progreso,Lote-04,173.2,20.9,seco,7.7
M-03832,2025-10-09,San Miguel,Lote-24,124.82,22.1,plaga_observada,66.0
M-03833,2025-11-05,San Miguel,Lote-06,74.54,31.9,seco,54.4
M-03834,2025-03-06,Santa Lucia,Lote-24,241.95,25.7,seco,60.9
M-03835,2025-07-19,La Pradera,Lote-09,271.42,28.7,humedo,4.8
M-03836,2025-06-14,San Miguel,Lote-03,100.96,11.2,seco,31.7
M-03837,2025-02-13,La Pradera,Lote-08,203.77,21.6,humedo,78.5
M-03838,2025-05-05,San Miguel,Lote-19,334.59,11.2,seco,13.2
M-03839,2025-10-17,La Pradera,Lote-19,108.49,11.5,humedo,89.6
M-03840,2025-02-24,El Progreso,Lote-08,199.57,17.6,humedo,47.0
M-03841,2025-05-26,El Progreso,Lote-07,198.57,24.4,listo_para_cosecha,79.6
M-03842,2025-01-16,Santa Lucia,Lote-07,200.79,15.9,optimo,30.4
M-03843,2025-12-03,Santa Lucia,Lote-19,214.66,19.2,humedo,64.4
M-03844,2025-03-16,La Pradera,Lote-25,243.97,18.5,plaga_observada,92.6
M-03845,2025-03-16,El Progreso,Lote-05,127.96,28.5,seco,22.7
M-03846,2025-01-28,Buenos Aires,Lote-23,158.95,30.8,humedo,16.9
M-03847,2025-06-29,San Miguel,Lote-22,238.91,12.9,optimo,88.6
M-03848,2025-04-18,La Pradera,Lote-19,343.91,17.2,seco,26.1
M-03849,2025-11-28,Santa Lucia,Lote-13,170.31,23.5,optimo,7.7
M-03850,2025-11-25,Los Guaduales,Lote-12,127.56,17.9,seco,52.1
M-03851,2025-12-18,La Pradera,Lote-19,171.23,29.2,seco,55.8
M-03852,2025-11-29,La Pradera,Lote-25,194.6,30.4,seco,10.2
M-03853,2025-05-13,La Esperanza,Lote-12,980,27.1,optimo,71.1
M-03854,2025-04-19,Santa Lucia,Lote-13,223.59,15.8,humedo,51.0
M-03855,2025-09-01,La Pradera,Lote-11,84.12,25.5,humedo,1.1
M-03856,2025-07-12,Santa Lucia,Lote-11,188.47,19.7,listo_para_cosecha,8.2
M-03857,2025-12-12,Los Guaduales,Lote-21,63.37,15.3,plaga_observada,94.2
M-03858,2025-08-07,La Esperanza,Lote-06,215.04,11.2,humedo,80.9
M-03859,2025-02-04,Los Guaduales,Lote-05,166.48,31.9,listo_para_cosecha,43.8
M-03860,2025-01-12,El Roble,Lote-22,230.86,12.0,plaga_observada,89.9
M-03861,2025-05-19,La Esperanza,Lote-02,156.02,13.9,humedo,57.8
M-03862,2025-07-18,Los Guaduales,Lote-10,201.13,27.7,listo_para_cosecha,52.1
M-03863,2025-05-03,Buenos Aires,Lote-04,39.97,19.7,listo_para_cosecha,92.1
M-03864,2025-12-29,El Progreso,Lote-22,235.44,29.8,seco,83.9
M-03865,2025-03-17,Santa Lucia,Lote-24,129.6,15.9,optimo,51.2
M-03866,2025-06-08,San Miguel,Lote-21,201.59,12.0,humedo,32.3
M-03867,2025-09-21,El Roble,Lote-10,252.15,12.4,listo_para_cosecha,54.0
M-03868,2025-04-18,San Miguel,Lote-23,245.36,29.2,seco,39.2
M-03869,2025-06-09,La Esperanza,Lote-19,280.82,27.4,seco,62.4
M-03870,2025-02-22,Los Guaduales,Lote-07,115.25,15.2,humedo,67.3
M-03871,2025-08-27,Los Guaduales,Lote-15,140.92,12.8,optimo,52.1
M-03872,2025-10-09,Buenos Aires,Lote-15,161.21,10.5,optimo,71.7
M-03873,2025-07-23,La Pradera,Lote-15,207.56,18.8,plaga_observada,47.7
M-03874,2025-01-23,La Pradera,Lote-01,158.59,27.1,seco,72.7
M-03875,2025-02-19,El Roble,Lote-15,160.67,26.5,seco,27.7
M-03876,2025-05-03,El Progreso,Lote-12,180.54,27.5,listo_para_cosecha,74.1
M-03877,2025-11-05,La Esperanza,Lote-02,-20,16.6,seco,32.9
M-03878,2025-12-01,Buenos Aires,Lote-11,234.49,14.4,humedo,79.5
M-03879,2025-04-29,Santa Lucia,Lote-05,231.03,13.6,humedo,68.3
M-03880,2025-02-19,La Esperanza,Lote-25,164.71,21.3,plaga_observada,51.1
M-03881,2025-04-02,Buenos Aires,Lote-21,245.0,16.6,plaga_observada,42.1
M-03882,2025-12-03,La Esperanza,Lote-20,183.7,28.2,humedo,56.1
M-03883,2025-08-27,El Roble,Lote-18,125.32,26.3,optimo,9.6
M-03884,2025-12-13,Santa Lucia,Lote-05,119.68,14.9,seco,23.3
M-03885,2025-05-25,Buenos Aires,Lote-10,,30.3,plaga_observada,16.0
M-03886,2025-01-08,El Roble,Lote-20,142.52,24.0,seco,26.6
M-03887,2025-06-10,Santa Lucia,Lote-12,176.76,29.8,plaga_observada,88.0
M-03888,2025-05-20,Buenos Aires,Lote-24,148.57,23.2,plaga_observada,63.0
M-03889,2025-01-14,El Roble,Lote-03,311.21,16.0,listo_para_cosecha,35.9
M-03890,2025-01-11,La Pradera,Lote-16,168.14,18.4,plaga_observada,72.5
M-03891,2025-12-28,La Esperanza,Lote-05,198.28,26.2,humedo,94.5
M-03892,2025-09-20,Santa Lucia,Lote-17,124.3,23.0,humedo,94.0
M-03893,2025-08-24,Santa Lucia,Lote-24,240.58,18.8,plaga_observada,67.9
M-03894,2025-02-05,El Progreso,Lote-12,196.66,18.9,listo_para_cosecha,40.4
M-03895,2025-03-30,Buenos Aires,Lote-10,298.29,17.2,listo_para_cosecha,7.2
M-03896,2025-10-31,San Miguel,Lote-21,286.57,28.7,optimo,24.4
M-03897,2025-08-17,San Miguel,Lote-06,162.61,27.0,plaga_observada,86.0
M-03898,2025-01-26,Los Guaduales,Lote-14,256.54,29.1,listo_para_cosecha,28.6
M-03899,2025-06-07,El Progreso,Lote-12,125.17,21.7,plaga_observada,18.9
M-03900,2025-04-15,San Miguel,Lote-25,164.92,15.5,listo_para_cosecha,26.6
M-03901,2025-01-26,El Progreso,Lote-06,104.51,24.7,plaga_observada,85.3
M-03902,2025-07-19,Buenos Aires,Lote-07,121.67,25.1,plaga_observada,17.7
M-03903,2025-04-16,El Progreso,Lote-21,156.3,10.5,plaga_observada,80.0
M-03904,2025-02-21,Santa Lucia,Lote-02,146.19,19.4,listo_para_cosecha,17.4
M-03905,2025-03-23,San Miguel,Lote-06,188.8,17.9,optimo,84.5
M-03906,2025-11-12,La Esperanza,Lote-25,172.05,14.5,plaga_observada,88.1
M-03907,2025-02-03,La Esperanza,Lote-21,144.6,24.1,listo_para_cosecha,33.1
M-03908,2025-07-26,La Esperanza,Lote-04,336.58,14.7,plaga_observada,38.2
M-03909,2025-06-12,Santa Lucia,Lote-19,202.45,29.3,seco,37.3
M-03910,2025-03-08,La Pradera,Lote-12,228.13,23.7,optimo,10.3
M-03911,2025-12-22,San Miguel,Lote-16,49.9,30.3,listo_para_cosecha,49.6
M-03912,2025-03-21,El Roble,Lote-14,60.94,12.3,seco,34.2
M-03913,2025-09-09,Buenos Aires,Lote-16,270.25,22.5,humedo,89.6
M-03914,2025-06-13,La Pradera,Lote-09,284.35,11.9,humedo,9.9
M-03915,2025-02-14,El Progreso,Lote-02,71.18,14.6,plaga_observada,75.2
M-03916,2025-09-16,Santa Lucia,Lote-01,143.38,23.3,plaga_observada,78.9
M-03917,2025-09-19,El Roble,Lote-04,244.27,27.7,listo_para_cosecha,90.0
M-03918,2025-06-07,Buenos Aires,Lote-22,198.65,10.0,optimo,25.4
M-03919,2025-01-11,La Esperanza,Lote-02,338.97,30.4,plaga_observada,47.3
M-03920,2025-09-08,Los Guaduales,Lote-05,220.6,31.7,seco,55.8
M-03921,2025-02-28,Los Guaduales,Lote-07,197.01,13.3,seco,48.9
M-03922,2025-11-25,La Esperanza,Lote-01,117.78,17.9,optimo,79.8
M-03923,2025-10-08,El Roble,Lote-21,169.07,25.4,humedo,75.4
M-03924,2025-12-22,El Progreso,Lote-17,298.58,30.4,seco,84.0
M-03925,2025-03-14,El Progreso,Lote-25,205.29,23.6,plaga_observada,25.0
M-03926,2025-04-24,San Miguel,Lote-20,268.4,22.2,optimo,6.7
M-03927,2025-02-12,La Esperanza,Lote-07,270.78,10.2,optimo,73.0
M-03928,2025-12-12,El Progreso,Lote-09,263.6,22.7,seco,86.3
M-03929,2025-11-27,La Esperanza,Lote-07,179.93,13.8,listo_para_cosecha,93.9
M-03930,2025-08-22,La Pradera,Lote-15,188.29,10.0,optimo,59.8
M-03931,2025-07-19,El Roble,Lote-09,157.86,27.3,humedo,16.0
M-03932,2025-04-13,Buenos Aires,Lote-11,186.28,26.4,plaga_observada,26.1
M-03933,2025-01-02,Los Guaduales,Lote-16,92.1,10.6,humedo,5.2
M-03934,2025-04-06,El Roble,Lote-10,113.98,17.9,optimo,63.0
M-03935,2025-04-14,Buenos Aires,Lote-11,149.69,21.1,plaga_observada,54.0
M-03936,2025-03-21,Buenos Aires,Lote-23,182.69,14.7,seco,63.9
M-03937,2025-11-21,La Esperanza,Lote-01,138.64,24.4,plaga_observada,9.6
M-03938,2025-09-15,La Pradera,Lote-18,148.22,29.5,humedo,56.1
M-03939,2025-11-19,Los Guaduales,Lote-07,122.52,21.9,plaga_observada,91.7
M-03940,2025-02-06,La Pradera,Lote-07,260.49,28.9,optimo,27.3
M-03941,2025-08-07,El Roble,Lote-04,248.42,30.9,optimo,2.2
M-03942,2025-05-18,San Miguel,Lote-24,119.72,28.3,plaga_observada,85.1
M-03943,2025-10-13,Buenos Aires,Lote-22,95.27,25.3,seco,57.8
M-03944,2025-09-21,San Miguel,Lote-14,171.68,11.1,plaga_observada,85.5
M-03945,2025-08-30,La Esperanza,Lote-25,147.06,20.6,listo_para_cosecha,58.2
M-03946,2025-01-06,Santa Lucia,Lote-09,233.15,25.6,optimo,64.5
M-03947,2025-12-15,El Roble,Lote-23,101.82,20.7,optimo,9.7
M-03948,2025-07-27,Buenos Aires,Lote-01,181.11,10.2,humedo,1.2
M-03949,2025-08-18,Santa Lucia,Lote-11,184.59,14.8,listo_para_cosecha,9.2
M-03950,2025-10-13,Los Guaduales,Lote-08,167.49,11.5,optimo,80.9
M-03951,2025-06-06,La Esperanza,Lote-25,,19.7,optimo,36.9
M-03952,2025-01-31,La Pradera,Lote-15,185.01,30.2,humedo,69.7
M-03953,2025-07-14,El Progreso,Lote-25,118.81,12.6,seco,77.9
M-03954,2025-08-17,Santa Lucia,Lote-05,157.04,25.3,listo_para_cosecha,27.4
M-03955,2025-07-24,El Progreso,Lote-18,220.99,16.8,plaga_observada,5.5
M-03956,2025-10-06,Los Guaduales,Lote-08,163.54,21.4,listo_para_cosecha,16.1
M-03957,2025-02-13,Buenos Aires,Lote-05,270.5,22.0,optimo,64.3
M-03958,2025-05-16,San Miguel,Lote-24,121.84,25.7,optimo,3.8
M-03959,2025-07-09,El Roble,Lote-19,290.24,17.6,humedo,56.6
M-03960,2025-03-06,Buenos Aires,Lote-06,197.57,13.1,optimo,59.3
M-03961,2025-01-01,El Roble,Lote-18,219.81,25.5,listo_para_cosecha,51.3
M-03962,2025-01-31,El Roble,Lote-22,100.16,11.6,listo_para_cosecha,48.2
M-03963,2025-10-12,La Pradera,Lote-25,301.08,31.8,humedo,30.1
M-03964,2025-08-25,La Esperanza,Lote-21,105.34,27.4,optimo,10.6
M-03965,2025-05-02,Los Guaduales,Lote-05,249.76,30.7,plaga_observada,71.7
M-03966,2025-04-07,Buenos Aires,Lote-22,192.01,22.8,humedo,60.3
M-03967,2025-01-05,La Esperanza,Lote-12,69.35,28.1,plaga_observada,29.6
M-03968,2025-05-05,Los Guaduales,Lote-16,242.59,22.0,plaga_observada,27.2
M-03969,2025-03-04,La Pradera,Lote-20,226.04,24.4,listo_para_cosecha,42.9
M-03970,2025-05-08,La Esperanza,Lote-24,-20,25.6,plaga_observada,91.6
M-03971,2025-07-28,Buenos Aires,Lote-03,151.41,18.4,seco,65.5
M-03972,2025-08-24,El Progreso,Lote-20,64.62,21.0,humedo,17.9
M-03973,2025-06-20,San Miguel,Lote-16,151.19,24.2,optimo,45.8
M-03974,2025-10-06,San Miguel,Lote-21,248.24,11.1,optimo,53.1
M-03975,2025-07-25,El Roble,Lote-25,147.31,14.2,humedo,9.7
M-03976,2025-04-22,La Esperanza,Lote-15,210.35,10.6,humedo,31.9
M-03977,2025-10-20,Buenos Aires,Lote-03,187.18,15.3,seco,84.7
M-03978,2025-11-08,El Progreso,Lote-24,227.45,14.0,humedo,56.1
M-03979,2025-07-03,San Miguel,Lote-15,184.58,30.4,seco,16.4
M-03980,2025-03-04,El Progreso,Lote-05,176.31,29.3,humedo,54.5
M-03981,2025-04-20,El Roble,Lote-04,286.52,14.9,optimo,87.1
M-03982,2025-05-04,Buenos Aires,Lote-03,226.24,26.9,plaga_observada,45.4
M-03983,2025-11-15,San Miguel,Lote-13,218.48,17.9,plaga_observada,73.2
M-03984,2025-02-21,La Esperanza,Lote-10,145.73,22.3,humedo,82.9
M-03985,2025-09-23,El Progreso,Lote-08,99.81,17.2,humedo,33.0
M-03986,2025-06-05,La Esperanza,Lote-07,198.62,14.5,humedo,94.3
M-03987,2025-04-15,El Progreso,Lote-01,105.1,19.0,humedo,79.9
M-03988,2025-10-25,Santa Lucia,Lote-05,174.6,13.5,seco,52.4
M-03989,2025-08-17,Los Guaduales,Lote-08,159.11,16.4,plaga_observada,83.2
M-03990,2025-08-28,Los Guaduales,Lote-13,125.85,26.4,listo_para_cosecha,39.7
M-03991,2025-06-08,El Progreso,Lote-23,188.1,26.2,seco,12.5
M-03992,2025-02-17,La Esperanza,Lote-07,150.3,15.2,plaga_observada,5.7
M-03993,2025-11-25,La Esperanza,Lote-19,260.54,12.1,optimo,34.0
M-03994,2025-11-30,Buenos Aires,Lote-23,254.33,21.5,plaga_observada,0.8
M-03995,2025-01-01,Santa Lucia,Lote-09,251.39,20.2,optimo,85.5
M-03996,2025-07-11,La Esperanza,Lote-19,196.43,13.6,optimo,46.4
M-03997,2025-12-23,Los Guaduales,Lote-20,197.0,11.1,seco,25.2
M-03998,2025-05-04,La Esperanza,Lote-11,96.61,30.0,plaga_observada,6.2
M-03999,2025-10-17,La Esperanza,Lote-03,81.5,12.3,seco,74.4
M-04000,2025-12-01,La Pradera,Lote-07,144.73,31.6,listo_para_cosecha,72.6
M-04001,2025-04-01,La Pradera,Lote-17,219.29,10.5,seco,45.2
M-04002,2025-06-11,La Esperanza,Lote-12,159.07,16.8,listo_para_cosecha,53.9
M-04003,2025-01-17,San Miguel,Lote-24,156.14,22.6,plaga_observada,41.5
M-04004,2025-02-12,El Progreso,Lote-15,204.56,12.1,optimo,62.3
M-04005,2025-06-09,Santa Lucia,Lote-07,297.13,22.8,listo_para_cosecha,52.0
M-04006,2025-10-25,El Progreso,Lote-23,193.86,21.4,plaga_observada,77.6
M-04007,2025-01-28,San Miguel,Lote-21,155.29,21.1,listo_para_cosecha,18.2
M-04008,2025-05-16,Buenos Aires,Lote-11,162.36,14.9,seco,75.8
M-04009,2025-10-01,El Progreso,Lote-17,181.87,31.3,seco,66.4
M-04010,2025-04-22,Santa Lucia,Lote-21,185.37,11.8,humedo,29.4
M-04011,2025-07-12,San Miguel,Lote-23,184.07,15.8,optimo,58.9
M-04012,2025-10-01,Los Guaduales,Lote-14,161.93,14.6,humedo,14.2
M-04013,2025-10-28,San Miguel,Lote-17,174.2,15.0,humedo,79.7
M-04014,2025-07-01,San Miguel,Lote-12,240.27,22.1,plaga_observada,89.0
M-04015,2025-08-05,El Roble,Lote-13,236.98,28.6,seco,57.6
M-04016,2025-03-02,La Esperanza,Lote-14,240.29,21.3,seco,32.9
M-04017,2025-02-16,Santa Lucia,Lote-10,132.06,23.5,listo_para_cosecha,82.6
M-04018,2025-07-07,El Roble,Lote-10,179.8,21.9,seco,16.1
M-04019,2025-09-08,Los Guaduales,Lote-13,116.6,14.6,listo_para_cosecha,25.1
M-04020,2025-11-28,La Esperanza,Lote-02,224.37,17.2,humedo,38.4
M-04021,2025-05-03,Santa Lucia,Lote-15,175.2,14.2,humedo,2.8
M-04022,2025-09-15,Los Guaduales,Lote-21,157.93,10.2,optimo,87.2
M-04023,2025-02-27,La Pradera,Lote-15,137.37,16.3,optimo,53.1
M-04024,2025-06-20,Santa Lucia,Lote-02,182.15,29.7,listo_para_cosecha,22.0
M-04025,2025-04-12,La Pradera,Lote-19,235.16,17.3,optimo,46.7
M-04026,2025-10-16,El Roble,Lote-12,156.36,24.8,optimo,71.7
M-04027,2025-11-18,El Progreso,Lote-06,130.21,14.2,optimo,91.4
M-04028,2025-04-20,Santa Lucia,Lote-19,200.88,28.6,humedo,76.3
M-04029,2025-05-02,La Pradera,Lote-10,138.4,16.6,humedo,55.1
M-04030,2025-08-07,El Roble,Lote-06,185.29,22.3,listo_para_cosecha,62.7
M-04031,2025-03-18,Los Guaduales,Lote-16,150.55,20.3,optimo,80.5
M-04032,2025-03-03,San Miguel,Lote-05,145.46,10.5,seco,1.6
M-04033,2025-01-14,El Roble,Lote-08,174.77,27.0,seco,74.9
M-04034,2025-07-21,La Esperanza,Lote-02,146.9,20.7,plaga_observada,3.8
M-04035,2025-01-17,Los Guaduales,Lote-09,0,30.8,seco,62.8
M-04036,2025-12-23,La Pradera,Lote-20,142.2,25.9,listo_para_cosecha,52.0
M-04037,2025-11-01,El Progreso,Lote-09,171.91,22.1,seco,70.7
M-04038,2025-04-20,Los Guaduales,Lote-09,99.81,13.6,listo_para_cosecha,73.8
M-04039,2025-08-28,El Progreso,Lote-21,103.94,22.5,plaga_observada,92.8
M-04040,2025-01-12,Santa Lucia,Lote-18,178.23,15.5,seco,46.3
M-04041,2025-02-20,Los Guaduales,Lote-14,211.26,19.9,listo_para_cosecha,26.5
M-04042,2025-10-17,Buenos Aires,Lote-04,154.64,11.0,seco,64.8
M-04043,2025-12-05,Los Guaduales,Lote-21,120.5,21.0,optimo,72.8
M-04044,2025-10-04,Buenos Aires,Lote-10,221.81,10.1,listo_para_cosecha,27.4
M-04045,2025-04-08,La Esperanza,Lote-12,238.68,12.4,seco,6.2
M-04046,2025-03-05,Santa Lucia,Lote-07,217.17,12.9,humedo,85.5
M-04047,2025-07-21,La Esperanza,Lote-05,200.25,20.2,seco,16.4
M-04048,2025-07-23,San Miguel,Lote-13,249.01,13.3,listo_para_cosecha,58.4
M-04049,2025-05-26,La Pradera,Lote-13,231.74,25.5,humedo,56.8
M-04050,2025-11-22,La Esperanza,Lote-02,134.39,10.3,humedo,46.3
M-04051,2025-05-24,La Pradera,Lote-17,146.81,31.4,listo_para_cosecha,68.8
M-04052,2025-11-01,La Pradera,Lote-21,269.34,28.2,optimo,13.1
M-04053,2025-03-29,Los Guaduales,Lote-11,188.61,19.3,humedo,79.5
M-04054,2025-09-02,La Pradera,Lote-02,102.79,10.5,seco,6.9
M-04055,2025-08-23,Buenos Aires,Lote-07,151.98,31.8,optimo,4.1
M-04056,2025-11-19,El Progreso,Lote-15,240.2,23.2,plaga_observada,30.6
M-04057,2025-06-09,El Progreso,Lote-19,250.7,11.6,humedo,81.1
M-04058,2025-10-29,El Roble,Lote-03,192.01,17.6,listo_para_cosecha,36.0
M-04059,2025-04-14,Los Guaduales,Lote-25,100.95,19.2,listo_para_cosecha,39.4
M-04060,2025-11-26,El Roble,Lote-14,155.2,10.1,humedo,36.3
M-04061,2025-01-05,Los Guaduales,Lote-16,224.46,11.6,listo_para_cosecha,29.3
M-04062,2025-05-01,El Progreso,Lote-21,170.93,11.4,humedo,65.9
M-04063,2025-08-29,San Miguel,Lote-18,222.72,23.4,plaga_observada,67.0
M-04064,2025-01-15,La Esperanza,Lote-19,209.72,24.4,plaga_observada,52.0
M-04065,2025-07-23,Buenos Aires,Lote-02,228.07,22.7,seco,59.6
M-04066,2025-11-27,Buenos Aires,Lote-20,190.46,26.6,listo_para_cosecha,74.7
M-04067,2025-02-07,El Roble,Lote-03,133.44,12.3,optimo,28.9
M-04068,2025-08-25,La Pradera,Lote-08,146.29,21.5,plaga_observada,28.4
M-04069,2025-09-30,La Pradera,Lote-19,177.2,15.8,plaga_observada,89.2
M-04070,2025-08-10,La Pradera,Lote-04,261.32,16.7,humedo,12.1
M-04071,2025-01-10,El Progreso,Lote-20,185.61,22.4,listo_para_cosecha,7.0
M-04072,2025-03-09,Los Guaduales,Lote-06,187.54,13.6,optimo,40.4
M-04073,2025-03-05,Buenos Aires,Lote-20,229.59,19.7,listo_para_cosecha,36.1
M-04074,2025-04-01,La Pradera,Lote-16,185.57,21.7,optimo,12.8
M-04075,2025-06-10,El Progreso,Lote-01,149.38,31.5,listo_para_cosecha,74.0
M-04076,2025-11-30,San Miguel,Lote-09,182.06,28.1,optimo,15.9
M-04077,2025-07-02,Buenos Aires,Lote-24,167.4,19.0,humedo,37.8
M-04078,2025-07-27,Los Guaduales,Lote-21,219.15,18.5,listo_para_cosecha,64.7
M-04079,2025-03-22,Los Guaduales,Lote-15,106.43,12.1,listo_para_cosecha,71.2
M-04080,2025-08-01,La Esperanza,Lote-02,221.45,26.2,humedo,78.9
M-04081,2025-07-26,La Esperanza,Lote-10,125.14,25.3,seco,90.0
M-04082,2025-06-17,Los Guaduales,Lote-15,197.15,23.8,plaga_observada,33.2
M-04083,2025-09-14,La Pradera,Lote-06,149.68,27.3,humedo,34.3
M-04084,2025-09-01,El Progreso,Lote-19,280.25,20.9,humedo,50.9
M-04085,2025-02-14,Santa Lucia,Lote-02,159.57,19.9,seco,36.0
M-04086,2025-05-13,La Pradera,Lote-22,230.89,23.5,optimo,37.3
M-04087,2025-01-17,El Progreso,Lote-22,252.2,22.0,listo_para_cosecha,45.3
M-04088,2025-09-14,San Miguel,Lote-12,183.33,18.6,listo_para_cosecha,68.0
M-04089,2025-06-18,La Pradera,Lote-09,154.75,30.4,plaga_observada,70.8
M-04090,2025-06-15,San Miguel,Lote-07,206.97,23.0,plaga_observada,46.0
M-04091,2025-04-16,Santa Lucia,Lote-13,215.54,10.0,humedo,41.4
M-04092,2025-07-18,Buenos Aires,Lote-22,149.13,26.8,seco,41.0
M-04093,2025-11-11,Buenos Aires,Lote-06,231.83,31.6,seco,68.6
M-04094,2025-03-07,Santa Lucia,Lote-01,226.69,22.0,seco,90.7
M-04095,2025-08-27,Buenos Aires,Lote-13,124.5,13.2,optimo,35.0
M-04096,2025-03-05,La Esperanza,Lote-16,151.13,26.8,optimo,89.0
M-04097,2025-07-07,San Miguel,Lote-22,250.84,14.2,listo_para_cosecha,35.1
M-04098,2025-02-23,San Miguel,Lote-21,230.43,31.8,humedo,85.1
M-04099,2025-09-11,Los Guaduales,Lote-20,-20,18.7,plaga_observada,68.4
M-04100,2025-10-19,La Pradera,Lote-21,178.49,10.4,plaga_observada,70.3
M-04101,2025-12-07,La Pradera,Lote-25,193.42,22.7,humedo,46.4
M-04102,2025-10-16,San Miguel,Lote-23,72.74,18.4,optimo,19.5
M-04103,2025-04-12,La Esperanza,Lote-03,245.53,21.0,plaga_observada,1.2
M-04104,2025-01-03,Santa Lucia,Lote-04,221.04,24.2,humedo,10.1
M-04105,2025-05-28,El Progreso,Lote-05,187.46,25.7,seco,49.7
M-04106,2025-03-25,El Progreso,Lote-01,158.77,13.0,plaga_observada,90.3
M-04107,2025-04-17,La Pradera,Lote-11,201.48,12.2,optimo,10.0
M-04108,2025-05-22,San Miguel,Lote-17,166.0,29.9,humedo,90.1
M-04109,2025-04-17,La Esperanza,Lote-22,59.16,16.6,humedo,34.2
M-04110,2025-08-13,Santa Lucia,Lote-15,130.72,23.9,plaga_observada,68.9
M-04111,2025-07-29,La Pradera,Lote-14,180.26,15.8,optimo,7.8
M-04112,2025-09-02,Buenos Aires,Lote-22,198.69,14.3,seco,85.1
M-04113,2025-06-25,La Pradera,Lote-03,219.55,19.9,seco,45.5
M-04114,2025-12-21,El Roble,Lote-21,162.43,15.6,listo_para_cosecha,39.1
M-04115,2025-08-01,La Esperanza,Lote-25,163.48,31.6,optimo,52.7
M-04116,2025-09-20,Santa Lucia,Lote-06,159.26,22.4,optimo,3.3
M-04117,2025-04-25,San Miguel,Lote-25,193.0,17.4,seco,57.3
M-04118,2025-02-18,El Roble,Lote-13,205.82,22.8,optimo,38.7
M-04119,2025-08-14,Buenos Aires,Lote-11,146.35,21.2,plaga_observada,7.2
M-04120,2025-08-08,El Progreso,Lote-06,211.85,28.9,plaga_observada,57.1
M-04121,2025-09-03,El Progreso,Lote-17,190.35,15.5,plaga_observada,77.2
M-04122,2025-05-17,Los Guaduales,Lote-02,138.98,24.1,humedo,2.9
M-04123,2025-09-18,El Roble,Lote-22,217.89,30.0,listo_para_cosecha,25.8
M-04124,2025-05-01,Santa Lucia,Lote-05,251.44,17.3,plaga_observada,84.6
M-04125,2025-11-27,El Progreso,Lote-22,168.27,28.6,seco,37.9
M-04126,2025-02-18,El Roble,Lote-03,149.36,27.0,seco,12.0
M-04127,2025-04-29,La Esperanza,Lote-09,246.11,24.7,seco,72.6
M-04128,2025-03-11,El Roble,Lote-15,74.93,26.3,plaga_observada,13.8
M-04129,2025-08-15,Los Guaduales,Lote-05,134.03,13.3,listo_para_cosecha,5.1
M-04130,2025-02-04,San Miguel,Lote-10,217.86,11.5,humedo,21.1
M-04131,2025-09-17,El Progreso,Lote-19,164.93,28.7,listo_para_cosecha,90.4
M-04132,2025-12-30,La Esperanza,Lote-09,132.65,21.6,optimo,86.6
M-04133,2025-06-05,Santa Lucia,Lote-16,122.46,30.5,optimo,15.2
M-04134,2025-10-31,Buenos Aires,Lote-14,-20,15.9,optimo,38.4
M-04135,2025-02-14,La Pradera,Lote-09,177.42,16.6,plaga_observada,74.2
M-04136,2025-01-01,El Progreso,Lote-05,327.17,11.1,plaga_observada,1.0
M-04137,2025-12-24,La Esperanza,Lote-07,142.62,23.8,listo_para_cosecha,53.4
